client_id,R_Score,F_Score,M_Score,Segment
1945,1,2,1,Mid-Tier
1946,3,2,1,Mid-Tier
1947,2,2,1,Mid-Tier
1948,3,3,1,Mid-Tier
1949,2,2,1,Mid-Tier
1950,2,2,2,Potential Loyalist
1951,3,4,2,Potential Loyalist
1952,3,4,4,VIP Clients
1953,2,4,4,Regular High-Value
1954,2,4,3,Regular High-Value
1955,3,4,2,Potential Loyalist
1956,3,4,2,Potential Loyalist
1957,3,4,4,VIP Clients
1958,3,4,3,VIP Clients
1959,3,4,2,Potential Loyalist
1960,2,3,1,Mid-Tier
1961,3,3,1,Mid-Tier
1962,2,4,3,Regular High-Value
1963,2,3,1,Mid-Tier
1964,2,4,3,Regular High-Value
1965,2,3,4,Regular High-Value
1966,3,4,2,Potential Loyalist
1967,2,2,1,Mid-Tier
1968,3,4,4,VIP Clients
1969,1,2,1,Mid-Tier
1970,2,3,2,Potential Loyalist
1972,1,2,2,At Risk
1973,3,3,3,VIP Clients
1974,1,2,2,At Risk
1975,3,3,1,Mid-Tier
1976,2,4,2,Potential Loyalist
1977,2,4,4,Regular High-Value
1978,2,2,1,Mid-Tier
1979,3,4,4,VIP Clients
1980,3,3,2,Potential Loyalist
1981,2,3,3,Regular High-Value
1982,2,3,3,Regular High-Value
1984,3,4,3,VIP Clients
1986,3,4,4,VIP Clients
1987,3,4,3,VIP Clients
1988,3,4,4,VIP Clients
1989,3,4,3,VIP Clients
1992,3,4,3,VIP Clients
1993,3,4,3,VIP Clients
1994,2,2,1,Mid-Tier
1995,3,4,4,VIP Clients
1996,3,4,2,Potential Loyalist
1997,3,4,4,VIP Clients
1998,3,2,1,Mid-Tier
1999,3,2,2,Potential Loyalist
2000,3,4,4,VIP Clients
2001,3,3,4,VIP Clients
2002,3,3,1,Mid-Tier
2003,2,2,1,Mid-Tier
2004,3,4,1,Mid-Tier
2006,3,3,3,VIP Clients
2007,1,4,4,At Risk
2008,3,3,2,Potential Loyalist
2009,3,3,1,Mid-Tier
2010,2,3,1,Mid-Tier
2011,2,3,2,Potential Loyalist
2014,1,2,1,Mid-Tier
2015,2,3,1,Mid-Tier
2016,1,3,1,Mid-Tier
2018,1,2,2,At Risk
2019,3,4,2,Potential Loyalist
2020,1,3,4,At Risk
2021,1,3,4,At Risk
2022,2,3,4,Regular High-Value
2024,2,4,4,Regular High-Value
2025,3,4,4,VIP Clients
2026,3,2,1,Mid-Tier
2027,2,2,1,Mid-Tier
2028,3,4,3,VIP Clients
2029,1,3,2,At Risk
2030,2,4,3,Regular High-Value
2032,3,2,1,Mid-Tier
2033,3,4,4,VIP Clients
2034,3,4,3,VIP Clients
2035,1,2,2,At Risk
2036,1,3,2,At Risk
2039,3,3,1,Mid-Tier
2040,2,4,3,Regular High-Value
2041,2,3,1,Mid-Tier
2043,3,3,2,Potential Loyalist
2044,3,2,3,Potential Loyalist
2045,3,3,3,VIP Clients
2046,2,2,2,Potential Loyalist
2047,3,3,3,VIP Clients
2048,2,4,4,Regular High-Value
2050,1,2,2,At Risk
2051,2,3,4,Regular High-Value
2052,3,4,2,Potential Loyalist
2053,2,3,4,Regular High-Value
2054,3,4,3,VIP Clients
2055,3,4,4,VIP Clients
2056,3,2,1,Mid-Tier
2057,2,3,3,Regular High-Value
2059,1,2,4,Big Spender
2060,3,4,1,Mid-Tier
