visit_id,property_id,client_id,agent_id,visit_date,reason
1217,165,1968,203,2021-02-25,Second Visit
1218,30,617,47,2022-11-18,Second Visit
1219,2888,1169,207,2024-04-13,Price Inquiry
1220,1692,50,230,2024-06-30,Viewing
1221,1409,336,29,2022-06-18,Second Visit
1222,1961,677,161,2023-05-31,Second Visit
1223,1084,2054,150,2022-08-27,Second Visit
1224,2145,1274,233,2022-12-02,Comparing Options
1225,1820,1930,93,2023-07-04,Price Inquiry
1226,878,1075,162,2024-07-04,Price Inquiry
1227,939,1654,197,2021-02-27,Comparing Options
1228,1327,914,203,2023-08-31,Price Inquiry
1229,2991,1363,34,2020-09-10,Price Inquiry
1230,899,359,48,2021-08-19,Considering rent
1231,2666,82,52,2023-01-22,Second Visit
1232,298,531,70,2020-06-28,Comparing Options
1233,326,97,110,2023-10-10,Maintenance Inquiry
1234,690,1879,28,2022-05-02,Considering purchase
1235,2381,132,79,2024-10-06,Second Visit
1236,2146,117,219,2022-06-14,Neighborhood Check
1237,2334,156,185,2021-12-16,Viewing
1238,826,1533,208,2023-06-15,Considering purchase
1239,555,1853,79,2024-12-10,Considering purchase
1240,1797,1309,14,2021-03-06,Considering rent
1241,1208,1457,203,2024-11-11,Second Visit
1242,694,638,8,2021-07-22,Maintenance Inquiry
1243,348,1640,27,2022-12-08,Neighborhood Check
1244,1926,1436,211,2023-10-11,Viewing
1245,1842,743,240,2023-11-20,Considering purchase
1246,1686,853,139,2022-06-25,Considering purchase
1247,2310,372,86,2020-02-04,Comparing Options
1248,2269,218,21,2023-06-18,Considering purchase
1249,2781,1619,231,2021-07-01,Viewing
1250,1306,386,174,2023-02-20,Maintenance Inquiry
1251,2632,1533,211,2021-10-01,Price Inquiry
1252,1936,1782,96,2024-11-24,Second Visit
1253,2108,974,212,2020-09-03,Viewing
1254,408,309,24,2024-08-24,Neighborhood Check
1255,2697,1944,148,2021-04-23,Price Inquiry
1256,645,1721,13,2023-07-29,Viewing
1257,844,1003,240,2023-07-06,Viewing
1258,249,1107,227,2022-09-05,Considering purchase
1259,919,1410,226,2023-06-01,Comparing Options
1260,578,591,209,2021-09-26,Price Inquiry
1261,1811,1989,118,2024-12-07,Viewing
1262,506,564,245,2021-03-19,Neighborhood Check
1263,1330,1710,66,2020-12-30,Considering purchase
1264,2665,425,17,2021-12-07,Viewing
1265,785,1543,60,2020-03-02,Second Visit
1266,1203,216,134,2024-07-18,Comparing Options
1267,1993,362,213,2022-02-17,Second Visit
1268,1565,1199,132,2020-11-14,Considering rent
1269,91,1123,219,2024-02-16,Considering purchase
1270,1639,979,110,2020-01-10,Maintenance Inquiry
1271,2106,947,162,2020-08-18,Comparing Options
1272,2694,909,80,2023-10-03,Viewing
1273,2966,1862,84,2024-03-30,Comparing Options
1274,1382,902,210,2024-03-16,Price Inquiry
1275,2783,1667,72,2020-06-03,Price Inquiry
1276,684,996,136,2024-10-28,Second Visit
1277,2018,576,127,2020-11-12,Considering purchase
1278,2647,1964,244,2022-08-09,Considering purchase
1279,2174,1858,47,2023-06-09,Second Visit
1280,1592,784,6,2021-12-09,Comparing Options
1281,2306,229,95,2024-01-08,Considering rent
1282,663,1969,203,2024-09-09,Second Visit
1283,2372,1542,52,2021-05-27,Viewing
1284,2844,73,163,2022-04-07,Maintenance Inquiry
1285,1691,597,24,2021-01-30,Viewing
1286,118,583,7,2024-01-19,Second Visit
1287,2283,694,24,2021-04-23,Viewing
1288,2093,588,218,2023-02-28,Price Inquiry
1289,439,745,108,2023-07-02,Considering purchase
1290,297,1298,138,2020-08-15,Comparing Options
1291,1343,527,239,2023-10-20,Maintenance Inquiry
1292,850,1856,158,2022-07-11,Maintenance Inquiry
1293,2224,254,2,2024-09-01,Viewing
1294,2816,1745,86,2022-06-10,Second Visit
1295,2290,719,66,2022-08-23,Viewing
1296,1277,440,218,2023-08-07,Price Inquiry
1297,1565,333,106,2022-05-03,Considering purchase
1298,791,238,226,2020-08-19,Considering rent
1299,17,1312,71,2022-05-17,Second Visit
1300,1901,986,167,2021-10-31,Second Visit
1301,1545,674,18,2023-08-10,Considering purchase
1302,1326,1551,50,2024-04-19,Considering rent
1303,966,1269,149,2021-10-21,Considering rent
1304,733,1375,35,2021-08-15,Comparing Options
1305,1136,560,126,2020-06-29,Considering purchase
1306,2484,179,184,2023-01-23,Viewing
1307,1079,1566,242,2023-03-29,Comparing Options
1308,2948,234,186,2024-04-29,Viewing
1309,1636,657,32,2021-07-21,Viewing
1310,1238,1694,135,2023-01-10,Viewing
1311,1794,1494,248,2022-03-11,Comparing Options
1312,1632,556,93,2021-01-22,Comparing Options
1313,1430,1942,41,2020-07-17,Considering purchase
1314,1350,1341,10,2022-04-30,Maintenance Inquiry
1315,1725,1424,67,2023-10-09,Comparing Options
1316,340,380,172,2024-07-11,Viewing
1317,1065,1474,211,2021-02-25,Second Visit
1318,1048,1825,177,2023-03-22,Considering purchase
1319,2400,652,117,2024-03-23,Considering purchase
1320,1082,1810,182,2024-10-05,Considering rent
1321,141,215,245,2020-12-29,Second Visit
1322,2448,1959,12,2021-08-15,Considering purchase
1323,371,701,146,2022-09-02,Considering purchase
1324,1216,37,102,2024-05-27,Price Inquiry
1325,2228,1044,71,2020-07-16,Neighborhood Check
1326,149,1803,156,2024-08-15,Viewing
1327,20,318,9,2023-05-28,Maintenance Inquiry
1328,2095,395,54,2022-01-27,Price Inquiry
1329,966,1887,66,2024-02-20,Considering purchase
1330,2790,1365,246,2022-01-06,Second Visit
1331,1503,1323,39,2021-05-16,Neighborhood Check
1332,39,1685,45,2020-09-22,Second Visit
1333,1408,127,96,2022-10-21,Considering purchase
1334,2193,1811,60,2024-09-21,Second Visit
1335,1823,73,236,2023-01-14,Viewing
1336,558,134,75,2020-11-22,Second Visit
1337,1233,18,16,2021-08-12,Comparing Options
1338,2981,123,111,2022-03-12,Price Inquiry
1339,1474,1371,13,2023-10-15,Viewing
1340,1049,966,182,2024-09-26,Considering rent
1341,982,1898,91,2021-08-21,Price Inquiry
1342,2219,598,96,2022-04-11,Comparing Options
1343,1369,587,238,2023-03-25,Maintenance Inquiry
1344,2789,1250,243,2021-09-01,Viewing
1345,1843,1969,176,2024-03-20,Second Visit
1346,587,1466,228,2021-09-27,Second Visit
1347,2719,555,140,2020-03-01,Comparing Options
1348,1978,498,23,2020-06-29,Viewing
1349,1694,363,121,2023-10-26,Price Inquiry
1350,260,1578,2,2024-06-23,Price Inquiry
1351,285,159,218,2023-04-25,Second Visit
1352,2813,1213,87,2023-05-14,Neighborhood Check
1353,2726,444,213,2021-06-19,Second Visit
1354,97,892,71,2021-09-12,Considering rent
1355,452,1097,235,2023-08-28,Viewing
1356,1158,108,95,2020-03-06,Considering rent
1357,71,1418,140,2021-07-12,Viewing
1358,2911,805,23,2023-07-15,Neighborhood Check
1359,2259,909,186,2022-05-18,Second Visit
1360,1921,395,103,2020-04-04,Comparing Options
1361,820,417,107,2021-07-23,Viewing
1362,478,276,238,2024-05-16,Maintenance Inquiry
1363,769,409,236,2024-09-02,Considering purchase
1364,1394,732,160,2022-01-21,Price Inquiry
1365,2027,1034,229,2024-11-03,Neighborhood Check
1366,1782,601,18,2021-08-20,Viewing
1367,900,809,241,2020-08-06,Considering purchase
1368,349,54,113,2020-04-11,Viewing
1369,2581,1025,198,2022-10-06,Neighborhood Check
1370,45,2010,212,2023-04-17,Viewing
1371,1049,1309,96,2020-01-15,Second Visit
1372,1170,679,87,2020-06-14,Viewing
1373,1329,1497,92,2023-08-12,Considering rent
1374,2107,911,52,2021-07-14,Comparing Options
1375,713,8,235,2021-11-26,Second Visit
1376,391,1860,43,2020-09-09,Price Inquiry
1377,379,2000,130,2020-07-31,Price Inquiry
1378,2155,381,232,2020-09-04,Price Inquiry
1379,2730,1495,97,2021-07-19,Second Visit
1380,2757,914,91,2021-03-01,Second Visit
1381,677,412,153,2021-02-10,Neighborhood Check
1382,839,1303,103,2021-05-20,Considering rent
1383,2710,1281,194,2023-09-12,Price Inquiry
1384,473,41,187,2021-03-10,Viewing
1385,595,844,71,2023-03-06,Considering rent
1386,2175,1437,217,2022-12-24,Considering rent
1387,2202,1473,129,2020-07-29,Considering purchase
1388,839,472,106,2022-05-17,Price Inquiry
1389,487,1978,23,2024-11-02,Considering purchase
1390,263,1769,85,2024-05-19,Considering rent
1391,748,175,194,2023-09-06,Considering purchase
1392,562,368,164,2024-11-12,Maintenance Inquiry
1393,1825,569,146,2021-12-17,Viewing
1394,2206,853,212,2023-01-09,Second Visit
1395,2554,740,4,2021-07-22,Price Inquiry
1396,1339,1939,243,2022-04-13,Comparing Options
1397,2466,1208,126,2021-03-19,Price Inquiry
1398,2783,137,215,2023-09-01,Second Visit
1399,1048,1264,134,2023-01-20,Neighborhood Check
1400,2990,1211,213,2020-11-16,Considering rent
1401,2386,400,208,2022-04-27,Neighborhood Check
1402,1274,1128,84,2023-12-14,Considering purchase
1403,1109,1602,43,2023-04-21,Second Visit
1404,1454,1755,74,2023-04-18,Second Visit
1405,2879,111,81,2023-09-01,Second Visit
1406,1913,1295,28,2021-11-03,Considering rent
1407,2359,645,97,2023-07-19,Viewing
1408,1611,655,191,2022-07-24,Considering rent
1409,2061,2046,136,2022-10-08,Price Inquiry
1410,381,1085,61,2021-04-08,Viewing
1411,624,354,30,2024-09-19,Second Visit
1412,950,359,80,2023-07-18,Considering purchase
1413,623,1196,156,2023-02-23,Price Inquiry
1414,580,465,198,2023-01-16,Comparing Options
1415,1780,1064,69,2022-05-26,Viewing
1416,98,204,21,2020-04-02,Viewing
1417,1546,1261,241,2020-09-04,Second Visit
1418,456,1815,207,2023-04-13,Neighborhood Check
1419,2316,1210,108,2022-01-03,Neighborhood Check
1420,2225,40,121,2023-12-06,Considering purchase
1421,2536,1719,79,2024-07-03,Price Inquiry
1422,293,909,26,2022-06-25,Second Visit
1423,827,1247,68,2023-03-07,Maintenance Inquiry
1424,2704,1030,157,2022-11-16,Second Visit
1425,989,1497,160,2020-10-27,Price Inquiry
1426,1911,756,152,2020-11-22,Second Visit
1427,2245,1099,42,2020-12-27,Second Visit
1428,2790,369,231,2024-05-03,Comparing Options
1429,343,908,148,2022-04-21,Neighborhood Check
1430,2555,138,140,2022-08-19,Price Inquiry
1431,1098,179,55,2022-11-29,Second Visit
1432,751,323,1,2021-02-09,Second Visit
1433,309,340,47,2023-10-03,Viewing
1434,1462,1551,81,2023-03-28,Second Visit
1435,708,674,229,2023-08-31,Viewing
1436,1662,436,46,2020-11-28,Neighborhood Check
1437,2224,1184,182,2023-11-07,Price Inquiry
1438,56,1103,116,2020-07-23,Neighborhood Check
1439,409,1167,154,2021-02-04,Viewing
1440,748,1548,72,2023-02-28,Viewing
1441,2908,942,71,2024-06-16,Second Visit
1442,1955,139,181,2020-05-20,Second Visit
1443,1822,1130,173,2023-11-03,Second Visit
1444,1850,1056,176,2020-05-18,Neighborhood Check
1445,2840,1803,25,2024-05-16,Maintenance Inquiry
1446,1478,1768,14,2021-12-12,Price Inquiry
1447,559,1171,49,2020-03-23,Viewing
1448,1433,902,197,2020-11-18,Considering purchase
1449,321,746,124,2020-12-05,Second Visit
1450,484,1563,46,2024-12-18,Comparing Options
1451,1043,470,22,2023-07-12,Price Inquiry
1452,2352,189,16,2023-01-02,Considering rent
1453,928,1585,238,2024-12-29,Maintenance Inquiry
1454,60,180,85,2024-12-03,Viewing
1455,2326,1370,175,2023-01-02,Viewing
1456,471,980,213,2024-11-25,Comparing Options
1457,695,1450,75,2021-04-06,Viewing
1458,2133,144,113,2021-11-01,Second Visit
1459,2803,1583,89,2023-12-14,Considering rent
1460,831,1820,172,2022-02-18,Viewing
1461,2756,1660,12,2022-07-31,Second Visit
1462,2886,361,240,2024-08-11,Second Visit
1463,350,1785,77,2023-06-22,Viewing
1464,450,1582,168,2020-12-30,Price Inquiry
1465,373,1080,30,2021-03-19,Viewing
1466,2091,1802,47,2024-12-23,Neighborhood Check
1467,824,2040,232,2023-04-11,Viewing
1468,510,1039,111,2024-10-21,Considering purchase
1469,1102,303,19,2023-01-28,Viewing
1470,257,127,93,2024-02-21,Viewing
1471,52,595,111,2020-11-02,Price Inquiry
1472,360,505,189,2022-10-02,Second Visit
1473,1607,1451,248,2022-08-21,Considering purchase
1474,2202,823,77,2023-12-18,Second Visit
1475,2191,498,219,2023-05-03,Considering purchase
1476,2210,171,120,2022-12-30,Comparing Options
1477,665,84,108,2021-09-07,Viewing
1478,1404,1592,144,2020-03-13,Considering rent
1479,136,2059,217,2020-01-25,Comparing Options
1480,556,589,215,2021-05-08,Viewing
1481,619,826,174,2020-02-13,Maintenance Inquiry
1482,1926,205,161,2023-08-03,Viewing
1483,2385,1487,4,2022-05-17,Considering rent
1484,2268,40,14,2022-10-24,Price Inquiry
1485,469,618,78,2024-12-20,Price Inquiry
1486,10,15,61,2022-08-09,Second Visit
1487,1807,2011,178,2022-11-18,Maintenance Inquiry
1488,1890,153,102,2024-03-19,Second Visit
1489,1732,685,150,2020-01-01,Price Inquiry
1490,1405,411,134,2021-07-12,Viewing
1491,2546,502,89,2021-03-18,Second Visit
1492,1934,1266,139,2024-03-16,Viewing
1493,2911,797,139,2020-05-08,Second Visit
1494,2717,1937,97,2020-08-24,Price Inquiry
1495,160,1746,96,2023-09-08,Considering rent
1496,2996,181,210,2023-10-30,Price Inquiry
1497,41,1154,55,2022-01-12,Considering rent
1498,1048,1531,210,2023-03-17,Second Visit
1499,1355,1888,37,2023-09-28,Considering purchase
1500,718,496,16,2022-11-04,Considering rent
1501,1759,1547,73,2023-02-06,Considering purchase
1502,1680,1004,141,2023-12-31,Viewing
1503,1356,1500,14,2020-08-30,Considering rent
1504,473,29,11,2024-05-29,Second Visit
1505,2618,1911,162,2023-12-03,Viewing
1506,2969,1072,125,2023-06-29,Viewing
1507,2092,861,212,2022-01-19,Second Visit
1508,1605,629,132,2022-06-26,Considering rent
1509,558,1921,148,2021-06-19,Considering purchase
1510,2702,925,39,2024-05-14,Price Inquiry
1511,135,1173,161,2024-04-24,Considering purchase
1512,2676,694,245,2022-03-14,Viewing
1513,623,1972,203,2022-06-26,Considering rent
1514,999,1216,198,2024-10-27,Second Visit
1515,573,1879,141,2020-09-21,Viewing
1516,922,1313,108,2022-03-24,Neighborhood Check
1517,939,1468,157,2021-05-14,Viewing
1518,1194,338,231,2022-03-25,Price Inquiry
1519,992,1537,107,2022-09-06,Neighborhood Check
1520,2039,601,153,2021-12-21,Second Visit
1521,2195,1759,64,2024-04-09,Second Visit
1522,1453,529,13,2021-09-22,Neighborhood Check
1523,289,1657,244,2021-04-16,Second Visit
1524,106,756,240,2021-06-11,Neighborhood Check
1525,144,332,227,2020-01-15,Price Inquiry
1526,2042,715,12,2022-08-14,Comparing Options
1527,1877,1980,243,2020-11-12,Viewing
1528,351,529,65,2022-03-26,Comparing Options
1529,1023,152,36,2023-10-02,Neighborhood Check
1530,2486,714,120,2023-09-07,Considering rent
1531,673,691,130,2021-02-25,Viewing
1532,771,1034,77,2024-05-23,Considering purchase
1533,959,317,241,2024-03-07,Neighborhood Check
1534,972,1502,221,2023-02-25,Second Visit
1535,2856,1012,85,2023-01-20,Considering purchase
1536,162,777,155,2023-02-25,Considering purchase
1537,944,401,77,2021-11-15,Price Inquiry
1538,49,806,148,2020-06-08,Neighborhood Check
1539,1983,1812,246,2023-08-31,Second Visit
1540,2133,270,50,2023-12-15,Considering rent
1541,1039,1411,203,2022-06-22,Considering purchase
1542,2679,1974,146,2023-03-23,Price Inquiry
1543,67,1465,12,2021-06-05,Considering purchase
1544,86,1608,21,2023-11-14,Viewing
1545,2820,558,150,2023-09-17,Viewing
1546,1509,958,103,2023-07-22,Price Inquiry
1547,2836,1092,248,2023-10-01,Considering rent
1548,574,134,127,2022-04-23,Viewing
1549,2466,1709,136,2023-07-22,Second Visit
1550,456,249,49,2023-12-30,Neighborhood Check
1551,2494,1755,116,2023-05-02,Viewing
1552,955,627,155,2023-02-18,Considering rent
1553,2650,1044,209,2021-11-12,Second Visit
1554,1041,382,225,2024-05-26,Viewing
1555,2969,1667,7,2022-11-23,Viewing
1556,1877,590,214,2021-03-23,Considering rent
1557,1835,1976,198,2024-05-19,Comparing Options
1558,109,1842,233,2020-07-30,Comparing Options
1559,2520,1899,69,2024-03-14,Viewing
1560,682,766,185,2021-10-27,Considering rent
1561,374,695,190,2020-12-10,Viewing
1562,1114,1369,98,2022-09-14,Maintenance Inquiry
1563,2719,229,85,2021-11-07,Viewing
1564,2678,1999,127,2021-10-26,Viewing
1565,19,542,181,2020-08-15,Considering purchase
1566,81,47,86,2023-04-15,Second Visit
1567,2032,1296,24,2023-08-11,Second Visit
1568,1295,1081,226,2021-07-28,Price Inquiry
1569,1732,1446,228,2021-07-07,Considering purchase
1570,1056,1613,82,2022-09-06,Second Visit
1571,2773,328,35,2024-08-08,Viewing
1572,2076,341,124,2022-01-07,Considering rent
1573,679,655,70,2021-08-04,Price Inquiry
1574,1168,896,236,2021-10-06,Second Visit
1575,1082,1214,36,2023-11-19,Viewing
1576,693,1895,132,2020-02-07,Viewing
1577,2771,475,210,2023-07-05,Neighborhood Check
1578,2583,611,3,2022-05-05,Considering rent
1579,2382,1203,46,2023-03-15,Neighborhood Check
1580,2181,1459,225,2024-11-20,Neighborhood Check
1581,2075,236,152,2023-06-09,Considering purchase
1582,980,1446,79,2023-07-17,Second Visit
1583,1633,1935,4,2021-03-18,Neighborhood Check
1584,788,655,103,2024-11-05,Second Visit
1585,1323,371,127,2020-10-30,Viewing
1586,115,1153,210,2020-03-15,Viewing
1587,2493,891,218,2022-05-23,Viewing
1588,2668,828,193,2023-08-21,Viewing
1589,2694,1476,216,2023-01-17,Considering purchase
1590,1644,1619,50,2020-09-19,Neighborhood Check
1591,2123,478,126,2021-04-01,Second Visit
1592,2053,473,236,2022-02-17,Second Visit
1593,830,799,66,2024-06-22,Neighborhood Check
1594,2865,179,245,2021-12-22,Viewing
1595,2493,1639,80,2022-09-04,Price Inquiry
1596,1006,994,146,2020-02-14,Viewing
1597,1311,1737,65,2020-11-17,Second Visit
1598,2293,768,74,2023-11-25,Comparing Options
1599,1225,1297,225,2023-08-01,Price Inquiry
1600,2612,1801,155,2020-06-24,Neighborhood Check
1601,1755,1631,203,2020-08-03,Considering rent
1602,1865,943,16,2024-04-28,Considering rent
1603,2863,523,11,2023-07-22,Viewing
1604,1013,605,63,2022-08-30,Price Inquiry
1605,2678,1854,24,2024-02-28,Price Inquiry
1606,618,71,16,2022-01-17,Price Inquiry
1607,1268,1591,222,2020-06-19,Second Visit
1608,601,567,173,2024-07-17,Viewing
1609,2160,1397,4,2020-12-27,Neighborhood Check
1610,969,373,249,2022-12-23,Considering purchase
1611,2551,79,97,2020-10-07,Considering rent
1612,430,906,241,2021-09-18,Viewing
1613,2226,1309,17,2023-11-03,Considering rent
1614,2964,169,144,2020-06-15,Viewing
1615,1500,1583,212,2021-01-04,Considering purchase
1616,827,1804,247,2024-10-14,Neighborhood Check
1617,613,262,22,2023-03-15,Considering purchase
1618,887,1003,47,2024-01-17,Viewing
1619,2762,1792,45,2022-12-27,Viewing
1620,2947,1393,195,2021-06-02,Neighborhood Check
1621,863,1459,128,2024-09-12,Viewing
1622,915,466,106,2024-10-20,Viewing
1623,117,939,134,2022-09-14,Second Visit
1624,2014,1742,34,2024-04-30,Neighborhood Check
1625,1260,265,161,2021-09-22,Considering purchase
1626,2391,902,187,2023-02-23,Second Visit
1627,646,532,121,2020-05-06,Second Visit
1628,1847,1273,5,2022-01-04,Considering purchase
1629,350,606,148,2021-10-22,Price Inquiry
1630,2016,180,116,2023-08-24,Viewing
1631,362,516,6,2024-02-08,Viewing
1632,852,921,192,2021-05-04,Comparing Options
1633,1280,1708,241,2023-11-17,Viewing
1634,1016,1494,195,2024-12-26,Considering purchase
1635,2345,473,184,2020-07-28,Price Inquiry
1636,2242,264,151,2020-06-11,Maintenance Inquiry
1637,1142,1438,152,2020-01-16,Considering rent
1638,2811,1745,162,2021-08-02,Second Visit
1639,983,548,149,2024-05-28,Considering rent
1640,1606,1908,218,2020-11-02,Viewing
1641,1407,1205,35,2020-04-10,Viewing
1642,2329,1393,99,2024-05-06,Viewing
1643,1384,1648,236,2023-04-12,Second Visit
1644,1294,2024,148,2020-05-09,Comparing Options
1645,1792,1124,81,2023-08-11,Considering rent
1646,1240,1906,233,2021-08-03,Considering purchase
1647,1087,175,148,2022-06-25,Price Inquiry
1648,1780,526,3,2021-06-12,Considering rent
1649,2585,636,65,2020-05-14,Second Visit
1650,206,1050,198,2021-11-24,Viewing
1651,2616,29,159,2021-01-15,Considering rent
1652,816,680,7,2020-09-01,Viewing
1653,1394,1442,184,2023-06-19,Considering rent
1654,2523,174,222,2022-01-01,Comparing Options
1655,478,1972,230,2023-07-01,Second Visit
1656,1920,962,127,2020-01-17,Second Visit
1657,1630,1954,18,2024-06-01,Neighborhood Check
1658,212,1758,66,2024-01-11,Considering purchase
1659,1469,1435,90,2024-05-14,Considering purchase
1660,125,1131,150,2023-12-25,Price Inquiry
1661,1846,192,19,2020-07-13,Neighborhood Check
1662,182,85,130,2023-05-04,Viewing
1663,2194,1329,207,2020-10-15,Price Inquiry
1664,296,749,66,2021-12-31,Considering purchase
1665,526,558,196,2023-11-03,Second Visit
1666,674,535,109,2022-12-18,Considering purchase
1667,1582,1188,175,2020-07-31,Viewing
1668,2352,1400,180,2024-04-22,Considering rent
1669,1664,1975,3,2024-12-11,Second Visit
1670,192,2022,14,2020-10-16,Considering purchase
1671,2032,1325,41,2021-02-15,Second Visit
1672,486,738,70,2021-02-24,Viewing
1673,644,2005,232,2024-05-06,Considering rent
1674,2000,722,244,2024-10-31,Neighborhood Check
1675,1362,686,17,2021-08-11,Considering purchase
1676,2387,1099,69,2023-03-24,Viewing
1677,2726,1188,162,2022-03-30,Second Visit
1678,2498,1300,49,2020-08-10,Second Visit
1679,2477,1106,213,2021-06-15,Viewing
1680,700,998,3,2024-08-24,Neighborhood Check
1681,610,774,60,2021-10-21,Second Visit
1682,2082,1118,117,2020-05-03,Viewing
1683,2091,395,99,2024-12-24,Viewing
1684,2637,1110,140,2022-10-11,Second Visit
1685,164,126,27,2021-05-29,Considering purchase
1686,1297,978,30,2023-08-19,Viewing
1687,2059,638,5,2021-06-06,Considering rent
1688,389,1342,180,2024-09-20,Considering purchase
1689,998,607,18,2022-04-25,Viewing
1690,951,259,96,2020-01-26,Comparing Options
1691,995,1884,249,2022-09-21,Considering purchase
1692,2741,1090,76,2024-02-16,Maintenance Inquiry
1693,2286,728,189,2021-08-09,Viewing
1694,557,154,229,2020-08-10,Viewing
1695,1428,1565,132,2020-09-02,Considering purchase
1696,1455,1919,112,2020-05-13,Second Visit
1697,1662,277,233,2021-07-26,Price Inquiry
1698,2595,210,140,2021-05-28,Considering rent
1699,888,879,228,2022-07-16,Second Visit
1700,1516,1982,214,2020-12-11,Price Inquiry
1701,2942,1266,90,2021-04-29,Price Inquiry
1702,970,36,167,2024-11-13,Neighborhood Check
1703,696,1528,104,2024-12-20,Viewing
1704,2688,787,27,2022-03-29,Viewing
1705,1465,660,65,2024-08-15,Considering purchase
1706,1900,1921,67,2023-06-02,Second Visit
1707,1248,1945,32,2023-10-10,Second Visit
1708,862,908,50,2021-10-19,Viewing
1709,740,908,117,2024-04-11,Viewing
1710,557,1813,37,2023-07-19,Viewing
1711,2455,256,135,2021-04-28,Viewing
1712,2628,1330,215,2022-08-28,Second Visit
1713,1138,778,26,2021-04-03,Considering rent
1714,1704,623,24,2023-10-08,Neighborhood Check
1715,970,805,217,2022-03-12,Second Visit
1716,1921,503,35,2022-10-04,Considering purchase
1717,96,1879,126,2022-01-20,Considering purchase
1718,2212,91,136,2024-11-24,Neighborhood Check
1719,311,1849,96,2021-10-09,Viewing
1720,1726,1277,155,2020-07-14,Considering rent
1721,1769,43,207,2022-03-31,Price Inquiry
1722,744,724,137,2021-12-16,Maintenance Inquiry
1723,2170,1770,50,2020-05-02,Price Inquiry
1724,1563,1637,182,2023-07-18,Viewing
1725,1969,937,62,2023-08-27,Second Visit
1726,2719,1709,180,2024-12-12,Considering rent
1727,242,626,209,2024-06-02,Viewing
1728,1671,868,177,2020-10-07,Considering purchase
1729,1826,2009,240,2021-03-25,Considering purchase
1730,1596,2038,248,2022-06-07,Second Visit
1731,634,1446,181,2021-06-28,Price Inquiry
1732,219,1226,116,2021-06-03,Price Inquiry
1733,506,691,247,2020-11-18,Considering purchase
1734,601,1729,153,2020-02-02,Second Visit
1735,39,597,3,2020-12-07,Viewing
1736,2435,434,160,2022-12-17,Considering rent
1737,141,48,79,2024-04-04,Second Visit
1738,627,499,92,2020-01-06,Viewing
1739,98,1639,177,2021-07-01,Viewing
1740,499,835,231,2023-03-22,Viewing
1741,2887,2056,13,2021-05-25,Viewing
1742,2251,490,99,2020-06-17,Viewing
1743,2009,536,134,2021-07-16,Price Inquiry
1744,1824,387,117,2021-10-11,Comparing Options
1745,2857,1229,21,2022-07-05,Neighborhood Check
1746,383,1615,160,2023-01-02,Considering rent
1747,1955,362,4,2023-09-03,Considering purchase
1748,804,878,66,2020-09-29,Considering purchase
1749,976,505,155,2023-11-01,Viewing
1750,2278,135,233,2022-01-30,Comparing Options
1751,84,2037,214,2021-07-22,Considering rent
1752,1339,232,228,2022-06-26,Considering purchase
1753,2164,55,14,2022-01-25,Second Visit
1754,915,537,112,2022-02-28,Considering purchase
1755,1461,655,16,2023-11-26,Considering rent
1756,1405,1495,242,2022-12-07,Viewing
1757,2693,15,181,2024-08-30,Neighborhood Check
1758,2333,1324,150,2021-10-23,Viewing
1759,1346,753,146,2020-03-29,Considering purchase
1760,403,452,55,2024-03-08,Viewing
1761,1809,718,187,2023-06-26,Considering purchase
1762,88,533,181,2024-02-01,Second Visit
1763,2092,48,81,2021-10-17,Considering rent
1764,2081,184,242,2020-04-07,Neighborhood Check
1765,2575,453,32,2022-11-10,Second Visit
1766,295,301,225,2023-10-27,Considering purchase
1767,1329,1979,227,2023-03-30,Price Inquiry
1768,250,1872,249,2022-03-06,Considering purchase
1769,996,206,196,2022-10-24,Second Visit
1770,2655,1478,13,2020-11-28,Considering purchase
1771,19,944,217,2020-01-31,Price Inquiry
1772,2482,992,210,2024-02-22,Second Visit
1773,2681,1078,49,2023-01-15,Comparing Options
1774,1041,620,15,2024-03-07,Neighborhood Check
1775,2771,1520,126,2021-11-03,Viewing
1776,1572,155,83,2020-11-04,Maintenance Inquiry
1777,1203,1364,61,2024-08-11,Viewing
1778,267,153,17,2023-01-09,Second Visit
1779,214,1621,10,2020-10-26,Maintenance Inquiry
1780,781,685,179,2022-01-28,Second Visit
1781,208,657,103,2022-12-30,Considering rent
1782,1065,308,32,2021-06-22,Considering rent
1783,1499,82,211,2024-03-24,Second Visit
1784,1037,1967,218,2021-03-29,Viewing
1785,1702,1826,100,2021-02-17,Viewing
1786,1903,668,22,2024-02-06,Second Visit
1787,1424,87,154,2021-09-16,Second Visit
1788,731,395,215,2023-05-03,Considering rent
1789,1890,1117,123,2022-03-30,Comparing Options
1790,2411,1700,7,2024-02-18,Viewing
1791,1878,588,241,2023-04-23,Second Visit
1792,508,785,242,2021-05-24,Neighborhood Check
1793,391,1475,177,2024-08-27,Second Visit
1794,2366,317,216,2022-01-02,Viewing
1795,2725,512,144,2024-03-22,Second Visit
1796,713,707,153,2022-06-28,Comparing Options
1797,2962,1597,240,2020-09-12,Viewing
1798,691,458,47,2023-11-25,Second Visit
1799,2167,4,122,2023-04-07,Maintenance Inquiry
1800,989,1868,137,2024-03-19,Maintenance Inquiry
1801,2999,558,95,2023-08-11,Viewing
1802,1482,894,159,2020-02-14,Viewing
1803,1963,550,211,2023-03-25,Viewing
