property_id,owner_id,property_manager_id,address_id,listing_date,property_type,rooms,bathrooms,parking,condition,listing_type,listing_price
784,466,20,784,6/16/2023,Villa,8,4,2,Fair,Rent,8924
785,383,94,785,7/9/2024,Apartment,4,2,3,Fair,Rent,2643
786,1275,25,786,6/4/2020,Apartment,4,2,2,Good,Rent,4897
787,1453,224,787,7/29/2024,Villa,6,4,3,Good,Sale,1368460
788,622,199,788,8/11/2024,Studio,1,1,1,Good,Rent,1573
789,120,204,789,12/27/2021,Apartment,4,3,0,Good,Sale,409927
790,1237,31,790,4/21/2023,Studio,2,1,1,Good,Rent,2208
791,134,169,791,8/15/2021,House,3,3,0,Good,Rent,6228
792,1752,98,792,2/28/2021,House,4,4,3,Fair,Sale,634811
793,791,223,793,2/3/2021,Villa,4,4,3,Poor,Sale,707662
794,1681,201,794,12/8/2020,House,3,4,3,Good,Rent,4887
795,35,166,795,1/15/2023,House,3,3,0,Good,Rent,4168
796,1241,114,796,2/7/2024,Office,2,3,0,Fair,Sale,181629
797,1106,143,797,1/30/2024,Villa,6,4,0,Fair,Sale,880983
798,677,105,798,7/13/2022,Apartment,4,3,2,Good,Sale,387042
799,247,105,799,5/22/2020,Apartment,4,1,3,Good,Rent,2874
800,1148,133,800,1/10/2021,Apartment,3,3,0,Good,Sale,210592
801,1425,238,801,9/26/2024,Studio,2,1,2,Good,Sale,258291
802,1539,58,802,8/8/2020,House,5,2,0,Good,Rent,5264
803,57,58,803,10/6/2023,Studio,1,1,2,Fair,Sale,189005
804,1390,105,804,7/14/2024,Studio,1,1,2,Good,Sale,119325
805,1495,98,805,3/10/2023,House,5,2,2,Fair,Sale,389972
806,1180,137,806,2/26/2021,Office,3,1,1,Fair,Rent,3762
807,185,169,807,10/6/2020,Studio,2,1,1,Good,Rent,2017
808,284,119,808,4/29/2023,Villa,5,5,3,Good,Sale,879032
809,435,166,809,8/30/2020,House,3,2,1,Good,Rent,3919
810,1179,170,810,4/25/2020,Studio,2,1,0,Fair,Sale,155255
811,848,170,811,8/15/2020,Villa,5,6,1,Good,Sale,965913
812,1564,204,812,5/24/2023,Villa,6,4,3,Good,Sale,922270
813,249,133,813,6/11/2023,Villa,4,5,3,Fair,Sale,816829
814,1073,58,814,12/20/2023,Apartment,2,3,1,Good,Sale,281377
815,438,8,815,11/4/2024,Apartment,4,2,3,Good,Rent,5022
816,113,239,816,1/17/2021,Villa,6,5,1,Good,Sale,1080310
817,768,98,817,9/24/2023,Studio,2,1,2,Good,Rent,2973
818,1731,234,818,8/15/2022,Villa,8,5,0,Fair,Sale,1724611
819,1048,201,819,6/21/2024,Villa,7,5,3,Good,Sale,1176607
820,49,8,820,5/31/2022,Villa,8,6,2,Fair,Sale,1113943
821,1404,199,821,11/4/2020,Office,5,2,3,Good,Sale,468045
822,281,163,822,1/26/2021,Office,1,3,2,Good,Sale,142015
823,980,68,823,3/20/2023,Studio,2,1,0,Good,Sale,176069
824,3,38,824,3/23/2024,Office,3,2,1,Good,Rent,2229
825,260,31,825,8/23/2021,Villa,4,6,0,Fair,Sale,703001
826,309,59,826,1/9/2020,Apartment,2,2,3,Good,Rent,2477
827,835,68,827,10/10/2023,Studio,2,1,2,Poor,Sale,185172
828,1620,133,828,4/29/2020,Studio,2,1,2,Good,Sale,157223
829,36,105,829,9/21/2021,House,3,2,0,Good,Sale,366336
830,355,223,830,4/16/2022,Studio,2,1,2,Fair,Sale,248501
831,268,169,831,11/16/2022,Office,2,3,3,Poor,Sale,139501
832,1229,33,832,12/14/2020,Villa,8,4,0,Good,Sale,2098160
833,1749,133,833,1/6/2022,Apartment,2,2,3,Good,Rent,3293
834,1692,224,834,4/11/2023,Villa,4,3,1,Good,Rent,7379
835,1576,8,835,1/24/2024,Villa,8,6,1,Good,Sale,1115080
836,1700,20,836,1/3/2023,Apartment,2,2,0,Good,Sale,258927
837,1432,201,837,9/29/2022,Studio,2,1,1,Fair,Rent,1674
838,436,234,838,5/27/2024,Apartment,4,2,1,Good,Sale,347003
839,179,133,839,11/1/2023,Office,5,2,0,Fair,Sale,299637
840,20,151,840,1/3/2020,Studio,1,1,2,Fair,Rent,1316
841,936,31,841,1/2/2023,Studio,2,1,1,Poor,Rent,1993
842,647,68,842,11/3/2024,Studio,2,1,2,Good,Rent,2083
843,348,110,843,5/12/2020,House,3,2,1,Good,Rent,3824
844,611,220,844,10/2/2021,Studio,1,1,0,Good,Rent,2749
845,1736,94,845,12/16/2023,Apartment,3,2,3,Good,Rent,2671
846,816,166,846,11/4/2020,House,6,2,2,Fair,Rent,9299
847,1517,137,847,6/23/2020,Studio,1,1,2,Good,Sale,183957
848,1649,163,848,1/24/2024,Office,4,3,0,Fair,Sale,207233
849,1145,200,849,11/1/2024,Apartment,3,3,1,Fair,Sale,273340
850,63,158,850,11/14/2022,Studio,2,1,1,Good,Sale,140659
851,1253,83,851,6/23/2020,Studio,1,1,3,Good,Sale,123484
852,1604,98,852,4/3/2022,Studio,2,1,3,Fair,Sale,239485
853,752,88,853,2/19/2024,Office,3,1,0,Fair,Rent,2373
854,456,20,854,1/10/2024,Studio,2,1,1,Poor,Sale,106842
855,1676,8,855,8/29/2021,Office,3,2,2,Poor,Sale,204688
856,990,59,856,1/3/2021,House,6,4,0,Fair,Rent,5263
857,726,165,857,11/24/2024,Apartment,4,1,1,Fair,Sale,224966
858,469,142,858,7/10/2022,Apartment,2,2,0,Good,Rent,3105
859,1366,25,859,11/23/2022,Office,5,2,0,Good,Sale,269872
860,209,94,860,1/30/2023,Apartment,2,2,3,Good,Rent,1885
861,1302,68,861,10/2/2021,Apartment,3,3,1,Fair,Rent,3602
862,1076,58,862,7/29/2022,Apartment,2,3,0,Poor,Rent,2714
863,517,151,863,2/20/2023,Office,4,3,2,Poor,Rent,2697
864,336,25,864,10/16/2023,Studio,2,1,2,Good,Rent,2213
865,969,224,865,9/28/2022,House,3,3,1,Good,Rent,4650
866,920,76,866,6/23/2022,House,6,2,3,Fair,Rent,5794
867,45,250,867,8/3/2022,Apartment,2,1,3,Fair,Sale,207178
868,1742,133,868,1/15/2024,House,3,3,2,Fair,Sale,490797
869,370,151,869,9/26/2024,Office,3,1,1,Good,Sale,353875
870,910,201,870,9/25/2020,House,3,4,1,Good,Rent,4733
871,1642,183,871,2/8/2023,Villa,4,4,2,Good,Rent,11290
872,997,223,872,1/4/2024,Office,2,3,2,Poor,Sale,152587
873,515,202,873,3/21/2023,Office,3,1,0,Good,Sale,230739
874,1172,10,874,2/26/2020,House,6,4,2,Poor,Rent,4376
875,723,163,875,6/17/2022,House,4,4,3,Fair,Rent,8088
876,833,151,876,10/26/2020,Villa,4,4,2,Good,Sale,864755
877,1699,20,877,2/13/2023,House,5,3,2,Fair,Sale,645512
878,1006,31,878,5/4/2020,House,3,3,2,Good,Rent,4399
879,1452,204,879,10/24/2022,Apartment,4,3,0,Good,Rent,3844
880,524,199,880,6/7/2022,Apartment,3,3,3,Good,Rent,2728
881,1558,9,881,6/12/2020,House,3,4,1,Good,Sale,436062
882,188,220,882,5/24/2024,Villa,8,3,3,Good,Rent,14550
883,371,199,883,11/26/2020,Studio,2,1,1,Good,Rent,2331
884,1644,200,884,1/4/2024,Villa,4,4,0,Fair,Sale,654535
885,381,234,885,8/3/2024,Apartment,2,3,1,Good,Rent,2782
886,510,9,886,10/2/2020,Villa,4,5,2,Fair,Rent,6330
887,1440,119,887,5/31/2022,Office,1,3,0,Good,Sale,143272
888,1081,76,888,9/1/2021,Villa,7,6,3,Good,Sale,1057078
889,1548,238,889,10/18/2022,Villa,8,4,3,Fair,Sale,1640996
890,686,94,890,10/18/2023,Office,1,3,2,Fair,Rent,2195
891,1281,170,891,7/19/2023,Villa,4,4,3,Good,Rent,11381
892,718,20,892,8/21/2022,House,6,2,1,Good,Sale,513091
893,1412,165,893,2/15/2024,Apartment,4,2,2,Good,Rent,3475
894,476,83,894,2/7/2022,Apartment,4,2,0,Fair,Sale,317637
895,279,59,895,8/2/2023,Apartment,4,1,0,Good,Rent,2878
896,1037,122,896,2/1/2020,Villa,4,5,1,Good,Sale,820932
897,1408,170,897,3/26/2020,Apartment,3,2,2,Good,Rent,2576
898,208,10,898,11/24/2023,Villa,4,6,3,Good,Rent,12725
899,1447,56,899,11/10/2021,Villa,6,3,3,Good,Rent,9265
900,667,201,900,8/16/2023,Apartment,4,1,0,Good,Sale,236880
901,1125,137,901,2/1/2022,Office,5,3,3,Good,Sale,351175
902,878,200,902,8/5/2024,Apartment,3,3,0,Poor,Rent,3171
903,1424,58,903,9/20/2023,Studio,2,1,1,Fair,Sale,142880
904,26,202,904,3/3/2021,House,3,3,1,Good,Sale,431999
905,290,201,905,8/5/2020,Studio,2,1,2,Fair,Rent,1837
906,1077,250,906,8/4/2021,Villa,4,4,2,Good,Rent,7748
907,327,59,907,4/6/2024,Villa,8,5,0,Fair,Rent,10788
908,189,239,908,7/7/2023,Studio,2,1,3,Fair,Rent,2459
909,537,56,909,2/28/2020,Apartment,2,3,0,Good,Sale,292442
910,912,76,910,1/30/2021,Studio,2,1,2,Good,Rent,1922
911,600,88,911,1/21/2020,Apartment,3,3,2,Good,Rent,2311
912,1646,105,912,8/21/2020,House,6,3,0,Good,Sale,729075
913,509,58,913,3/25/2020,Office,2,2,2,Fair,Sale,163936
914,345,199,914,5/3/2023,House,4,4,2,Good,Sale,480225
915,295,31,915,4/8/2023,Office,2,2,1,Good,Sale,192290
916,1110,202,916,6/8/2020,House,5,2,2,Good,Sale,448376
917,468,88,917,11/1/2020,House,6,3,0,Good,Sale,524654
918,989,115,918,7/11/2024,Villa,5,4,1,Good,Sale,875417
919,591,224,919,4/26/2022,House,6,3,2,Good,Rent,5802
920,211,114,920,7/29/2024,Villa,8,4,1,Good,Rent,18782
921,482,20,921,10/5/2021,Office,5,2,0,Fair,Rent,2798
922,1214,115,922,1/1/2024,Office,1,3,3,Poor,Rent,1194
923,1064,31,923,2/21/2023,Studio,2,1,3,Fair,Sale,233931
924,1748,239,924,7/11/2020,House,6,2,1,Good,Rent,8635
925,844,204,925,1/31/2021,House,6,4,3,Fair,Rent,8379
926,435,142,926,6/5/2020,Office,1,2,3,Poor,Rent,1984
927,637,166,927,12/30/2022,Studio,1,1,0,Fair,Rent,1802
928,613,238,928,6/22/2023,House,3,3,0,Good,Rent,3953
929,1733,98,929,2/27/2024,House,5,2,3,Good,Sale,713507
930,967,38,930,6/26/2021,Office,5,3,3,Good,Rent,4938
931,80,83,931,2/12/2021,Villa,7,4,0,Good,Sale,1473717
932,217,133,932,2/9/2022,Studio,2,1,0,Fair,Sale,209779
933,1737,202,933,2/13/2020,Apartment,3,1,0,Fair,Sale,168233
934,1298,151,934,8/2/2023,Office,1,3,2,Fair,Sale,201262
935,1086,199,935,2/13/2022,Office,3,2,0,Good,Rent,2663
936,1207,88,936,8/14/2024,Office,4,1,3,Good,Rent,4150
937,1691,88,937,5/4/2022,Office,5,2,0,Good,Sale,264033
938,664,122,938,6/4/2020,Apartment,3,3,1,Fair,Sale,344415
939,1165,40,939,1/29/2024,House,5,3,3,Fair,Rent,4942
940,786,170,940,8/17/2022,House,5,4,2,Good,Sale,515530
941,71,133,941,5/2/2024,Office,2,3,2,Fair,Rent,2105
942,15,164,942,8/22/2020,House,4,2,2,Good,Sale,435251
943,1239,115,943,4/9/2024,Office,2,2,2,Fair,Sale,175247
944,1715,10,944,5/20/2021,House,6,4,3,Good,Sale,566976
945,1181,58,945,3/13/2022,Apartment,2,1,2,Fair,Rent,2330
946,464,170,946,8/26/2023,Office,1,3,3,Fair,Sale,129687
947,1541,174,947,8/12/2022,Villa,4,5,2,Fair,Sale,753682
948,1423,170,948,9/27/2021,Villa,6,5,1,Fair,Sale,877297
949,374,165,949,3/7/2021,House,4,4,3,Good,Sale,656613
950,1686,151,950,4/11/2021,Office,2,3,1,Fair,Sale,170453
951,22,204,951,4/10/2022,Office,5,2,1,Fair,Rent,4050
952,147,239,952,10/24/2024,Office,4,2,2,Poor,Rent,1873
953,905,166,953,1/18/2022,Studio,2,1,1,Good,Rent,2160
954,1421,151,954,6/14/2022,House,6,3,2,Good,Sale,864542
955,1615,158,955,11/28/2022,Villa,5,5,1,Good,Rent,9639
956,164,224,956,6/1/2020,Apartment,2,3,1,Good,Sale,294261
957,747,239,957,9/22/2022,Office,3,1,3,Good,Rent,2572
958,207,76,958,7/18/2022,Office,3,3,0,Good,Sale,212167
959,1527,163,959,8/13/2021,Studio,1,1,3,Poor,Sale,78584
960,508,119,960,1/24/2021,Apartment,2,1,1,Good,Sale,229330
961,177,68,961,9/11/2020,House,5,3,0,Good,Rent,6209
962,565,220,962,5/29/2023,Studio,2,1,2,Good,Sale,263452
963,648,143,963,3/13/2020,Apartment,4,3,0,Good,Sale,360336
964,335,56,964,12/17/2024,Apartment,4,1,2,Good,Rent,2904
965,1037,204,965,3/2/2021,Studio,2,1,1,Poor,Sale,138869
966,52,204,966,7/12/2021,House,3,4,0,Fair,Sale,359957
967,14,83,967,5/2/2023,Office,2,2,3,Good,Rent,2109
968,314,202,968,10/7/2024,Studio,1,1,0,Fair,Sale,113565
969,1604,174,969,10/6/2023,Office,3,3,1,Good,Sale,324354
970,1312,110,970,10/8/2022,House,5,4,2,Good,Rent,8274
971,1068,114,971,10/29/2020,Office,4,2,3,Good,Sale,276360
972,358,164,972,10/22/2021,House,3,4,3,Good,Sale,418023
973,412,250,973,5/26/2024,House,3,3,3,Good,Sale,626394
974,206,201,974,5/21/2023,Studio,1,1,3,Fair,Sale,163364
975,442,94,975,4/12/2021,Office,4,3,1,Good,Rent,4166
976,969,201,976,9/3/2021,Villa,5,5,0,Good,Rent,8705
977,891,234,977,8/26/2024,Villa,8,5,1,Good,Sale,1141044
978,713,143,978,7/17/2023,Villa,7,6,2,Good,Sale,1140543
979,910,223,979,1/20/2023,Studio,2,1,0,Good,Sale,281658
980,571,201,980,12/24/2023,Office,2,2,1,Fair,Sale,169674
981,1609,238,981,4/8/2022,Apartment,4,3,3,Fair,Rent,4939
982,494,8,982,10/29/2023,Office,2,2,3,Fair,Sale,234822
983,1439,105,983,9/6/2024,Apartment,3,3,0,Fair,Rent,2510
984,1233,234,984,1/23/2020,Villa,8,4,1,Poor,Sale,1220967
985,1719,202,985,7/11/2024,Apartment,4,3,2,Fair,Rent,4708
986,67,83,986,1/3/2022,Studio,2,1,0,Good,Sale,248166
987,1277,8,987,12/3/2021,Office,5,1,3,Good,Rent,3622
988,469,94,988,7/13/2024,Villa,5,3,0,Good,Sale,1010038
989,1660,137,989,9/21/2020,Office,2,1,3,Poor,Rent,1282
990,5,133,990,6/17/2023,House,5,4,0,Poor,Sale,480257
991,546,166,991,4/9/2022,Apartment,4,1,3,Good,Sale,324005
992,210,25,992,7/28/2022,Villa,4,5,0,Good,Sale,782601
993,1721,204,993,9/24/2022,Apartment,3,3,0,Fair,Sale,324091
994,552,83,994,4/17/2023,Apartment,3,2,2,Fair,Sale,179723
995,1667,94,995,6/7/2023,Apartment,2,3,2,Good,Sale,279004
996,598,183,996,7/6/2022,Office,3,2,1,Fair,Sale,200183
997,1133,169,997,4/7/2022,Villa,5,4,0,Fair,Rent,10374
998,1502,204,998,5/22/2022,Studio,2,1,2,Good,Sale,194230
999,569,98,999,7/21/2020,Villa,7,4,1,Good,Sale,1752805
1000,576,122,1000,2/26/2021,House,5,2,2,Good,Rent,7542
1001,1484,200,1001,10/7/2024,Office,1,1,2,Good,Sale,231964
1002,712,38,1002,5/17/2024,Office,3,1,3,Fair,Rent,1961
1003,644,158,1003,7/6/2021,Office,2,2,1,Fair,Sale,265865
1004,976,178,1004,5/11/2021,Office,3,3,3,Fair,Sale,225761
1005,1365,223,1005,11/4/2021,Studio,2,1,2,Good,Sale,157897
1006,1605,122,1006,11/21/2022,House,6,2,0,Fair,Sale,534541
1007,1660,204,1007,10/9/2024,Villa,5,5,2,Fair,Rent,7447
1008,359,115,1008,7/22/2020,House,4,4,2,Good,Rent,4834
1009,1624,25,1009,2/8/2021,Villa,4,4,2,Good,Rent,11027
1010,1568,105,1010,10/31/2020,Office,1,1,0,Poor,Rent,1874
1011,1681,133,1011,7/14/2022,House,5,3,3,Good,Sale,652429
1012,1136,56,1012,3/1/2021,House,4,4,2,Good,Sale,494528
1013,892,9,1013,8/10/2020,Studio,2,1,1,Good,Rent,1953
1014,774,234,1014,2/9/2022,Office,5,3,0,Fair,Rent,4015
1015,716,59,1015,4/21/2024,Villa,6,6,2,Good,Sale,1068245
1016,1053,59,1016,6/27/2023,Studio,1,1,2,Good,Sale,150102
1017,787,119,1017,3/4/2020,Office,3,3,0,Good,Rent,2535
1018,706,169,1018,9/28/2024,Studio,1,1,1,Good,Sale,120669
1019,780,40,1019,9/16/2021,Apartment,2,2,2,Good,Rent,2096
1020,503,178,1020,11/16/2020,Apartment,2,3,2,Fair,Sale,169931
1021,705,115,1021,12/18/2024,Villa,8,3,3,Fair,Rent,10834
1022,730,183,1022,6/21/2022,Office,3,2,3,Fair,Sale,319393
1023,945,166,1023,7/27/2021,Villa,8,3,0,Good,Rent,11900
1024,627,119,1024,7/24/2020,Studio,2,1,3,Good,Sale,233981
1025,1715,142,1025,5/23/2020,Apartment,3,3,1,Good,Sale,224161
1026,1469,58,1026,5/11/2020,Office,2,1,3,Fair,Sale,191345
1027,778,164,1027,12/10/2020,Villa,6,6,2,Poor,Sale,958104
1028,1248,94,1028,6/16/2020,Office,4,3,3,Fair,Rent,4183
1029,580,88,1029,10/8/2023,Apartment,3,3,3,Fair,Sale,192337
1030,540,58,1030,6/26/2024,Apartment,3,1,1,Good,Rent,2769
1031,800,31,1031,9/22/2024,House,5,4,2,Good,Rent,5868
1032,12,201,1032,4/6/2020,Apartment,3,1,3,Fair,Sale,165768
1033,1338,33,1033,2/21/2022,House,6,3,2,Fair,Sale,507401
1034,336,122,1034,12/9/2022,House,3,4,3,Good,Sale,469277
1035,490,88,1035,2/9/2023,Studio,2,1,0,Fair,Sale,199898
1036,562,163,1036,6/22/2020,Apartment,3,2,2,Fair,Sale,177134
1037,954,151,1037,8/28/2024,House,6,4,3,Good,Sale,823415
1038,1052,133,1038,7/18/2023,Studio,2,1,3,Good,Sale,219621
1039,982,59,1039,1/17/2024,House,6,3,1,Good,Rent,8851
1040,686,110,1040,3/21/2022,Office,3,3,0,Fair,Sale,302302
1041,1472,40,1041,12/13/2021,Villa,7,4,1,Good,Sale,1186944
1042,891,110,1042,9/7/2024,Apartment,3,1,0,Good,Rent,2639
1043,636,202,1043,6/18/2020,House,5,2,3,Good,Rent,5573
1044,1403,166,1044,7/16/2021,Villa,4,3,2,Good,Rent,8612
1045,49,58,1045,12/31/2020,House,5,2,0,Fair,Rent,6330
1046,438,119,1046,5/12/2022,Studio,1,1,0,Fair,Rent,1493
1047,863,199,1047,2/25/2021,Apartment,2,2,1,Fair,Sale,159336
1048,1682,119,1048,4/13/2021,Office,5,3,2,Fair,Sale,291353
1049,1658,220,1049,12/22/2024,Villa,7,6,1,Good,Rent,10422
1050,530,234,1050,4/13/2024,Villa,4,5,0,Good,Rent,11984
1051,615,33,1051,2/9/2024,Apartment,2,1,3,Good,Sale,228308
1052,153,143,1052,3/24/2021,House,5,4,3,Good,Rent,5867
1053,1437,110,1053,10/22/2020,Office,4,1,2,Good,Sale,227346
1054,749,83,1054,1/15/2022,Office,4,2,3,Good,Rent,3946
1055,745,119,1055,5/4/2024,Studio,1,1,3,Good,Rent,2026
1056,306,250,1056,1/8/2024,Apartment,4,3,1,Good,Rent,5036
1057,1450,8,1057,3/17/2023,House,3,2,2,Fair,Sale,302456
1058,1712,25,1058,5/1/2024,Villa,6,6,2,Poor,Rent,6756
1059,161,98,1059,3/1/2022,Office,3,3,1,Good,Sale,353519
1060,1142,115,1060,9/9/2021,Apartment,3,2,2,Fair,Sale,169014
1061,866,115,1061,8/29/2024,Apartment,3,3,2,Fair,Sale,225548
1062,1405,25,1062,2/26/2020,Office,5,3,2,Fair,Sale,307506
1063,97,56,1063,11/27/2023,Apartment,4,2,2,Good,Sale,323521
1064,857,238,1064,8/4/2021,Villa,7,4,0,Poor,Rent,10681
1065,844,166,1065,5/10/2024,Office,1,2,2,Fair,Sale,129167
1066,1057,204,1066,10/18/2021,Apartment,4,2,3,Good,Sale,385875
1067,291,68,1067,7/8/2023,Apartment,3,1,0,Good,Sale,186271
1068,4,143,1068,10/19/2022,House,3,2,1,Good,Sale,415795
1069,594,234,1069,9/10/2023,House,4,3,3,Good,Rent,8202
1070,706,200,1070,12/28/2020,Villa,8,4,2,Poor,Rent,7599
1071,1652,98,1071,11/6/2022,Apartment,3,2,1,Fair,Rent,2542
1072,818,68,1072,1/9/2022,Villa,6,4,1,Fair,Rent,8053
1073,1067,115,1073,10/27/2022,Studio,1,1,1,Fair,Rent,1396
1074,323,158,1074,3/19/2022,Studio,2,1,2,Good,Sale,233495
1075,203,158,1075,2/7/2022,House,6,4,3,Good,Sale,553441
1076,1364,199,1076,3/26/2021,Apartment,3,3,3,Good,Sale,324738
1077,1531,76,1077,4/10/2022,Villa,7,3,2,Good,Sale,951836
1078,1417,114,1078,9/30/2023,House,3,3,0,Good,Rent,4960
1079,484,169,1079,12/26/2023,Office,5,1,3,Good,Sale,351854
1080,1400,133,1080,2/16/2022,Apartment,4,2,2,Good,Sale,250074
1081,85,178,1081,7/11/2020,Office,4,2,2,Fair,Rent,2174
1082,450,204,1082,10/27/2023,Office,2,3,1,Good,Rent,2398
1083,1215,165,1083,1/30/2021,Studio,1,1,3,Good,Rent,1423
1084,1158,9,1084,9/1/2021,Office,5,1,1,Good,Sale,362498
1085,1695,200,1085,7/23/2024,Apartment,2,3,1,Fair,Rent,2092
1086,572,56,1086,6/4/2024,House,5,3,2,Good,Rent,8018
1087,1697,201,1087,11/4/2021,Office,4,3,1,Fair,Sale,212847
1088,542,59,1088,7/7/2023,Apartment,2,2,2,Fair,Sale,232029
1089,126,224,1089,6/25/2023,Apartment,4,1,3,Good,Sale,241606
1090,376,178,1090,10/24/2021,Office,5,3,2,Fair,Rent,2516
1091,1557,98,1091,9/11/2020,Villa,8,5,1,Good,Rent,17396
1092,396,158,1092,2/10/2023,Studio,2,1,0,Fair,Rent,1928
1093,164,163,1093,9/8/2020,Apartment,2,3,0,Good,Sale,247825
1094,804,122,1094,4/20/2022,Studio,2,1,1,Good,Sale,166991
1095,1456,133,1095,10/2/2022,Villa,4,3,2,Good,Rent,6820
1096,743,33,1096,7/3/2020,Office,2,1,3,Fair,Sale,233901
1097,503,151,1097,5/24/2021,Villa,4,5,1,Good,Rent,8931
1098,506,114,1098,2/8/2024,Villa,8,5,3,Good,Rent,10790
1099,1242,40,1099,3/18/2020,House,6,4,0,Fair,Rent,8633
1100,610,163,1100,11/18/2022,Villa,4,4,2,Fair,Rent,10173
1101,1392,33,1101,1/6/2022,Apartment,2,2,1,Fair,Rent,1925
1102,945,10,1102,11/30/2022,Studio,2,1,1,Fair,Rent,1780
1103,512,58,1103,12/24/2022,Apartment,2,3,3,Fair,Sale,164453
1104,377,178,1104,12/23/2023,Villa,5,5,2,Fair,Rent,9880
1105,215,20,1105,1/10/2021,Studio,2,1,1,Good,Rent,1753
1106,1082,31,1106,6/27/2021,Villa,4,4,2,Good,Sale,1202603
1107,183,31,1107,2/15/2024,Office,3,2,2,Fair,Sale,200497
1108,1480,105,1108,4/9/2023,House,4,3,1,Fair,Rent,4341
1109,988,165,1109,1/19/2024,Office,4,3,0,Fair,Sale,295051
1110,1423,133,1110,7/5/2020,Studio,1,1,3,Good,Sale,130542
1111,220,151,1111,8/26/2024,Studio,2,1,1,Poor,Sale,161030
1112,552,9,1112,6/5/2020,House,6,3,1,Good,Rent,6632
1113,423,105,1113,4/5/2023,Office,5,1,3,Good,Rent,3488
1114,1235,98,1114,1/22/2024,Office,1,3,2,Good,Sale,140678
1115,1440,220,1115,8/1/2021,Apartment,3,3,3,Fair,Sale,178292
1116,1754,88,1116,5/17/2021,Apartment,3,2,3,Good,Rent,3151
1117,746,169,1117,6/4/2023,Villa,7,4,2,Good,Sale,1645485
1118,45,9,1118,1/22/2024,Office,4,1,0,Good,Rent,2625
1119,326,88,1119,4/2/2021,Apartment,4,2,3,Good,Rent,3152
1120,295,178,1120,6/10/2023,Apartment,2,2,2,Good,Rent,2324
1121,893,234,1121,12/30/2023,Villa,4,3,2,Fair,Rent,6926
1122,950,158,1122,2/21/2020,House,6,4,3,Fair,Sale,461614
1123,1374,114,1123,7/2/2024,Office,5,2,3,Good,Sale,332741
1124,219,133,1124,7/13/2022,Office,3,1,0,Good,Rent,2203
1125,501,40,1125,8/22/2020,Apartment,3,1,2,Good,Sale,336093
1126,130,38,1126,7/21/2023,Studio,1,1,2,Poor,Sale,80995
1127,1448,122,1127,11/1/2020,Studio,1,1,1,Good,Rent,1680
1128,1015,31,1128,6/21/2022,Villa,6,6,3,Good,Sale,1040010
1129,356,250,1129,2/18/2023,House,3,2,2,Good,Rent,3884
1130,1193,137,1130,8/6/2021,House,3,3,1,Fair,Rent,6189
1131,965,234,1131,5/28/2024,Apartment,3,2,3,Good,Rent,3881
1132,1425,133,1132,11/27/2021,Studio,2,1,0,Poor,Rent,1246
1133,1468,204,1133,5/9/2020,Apartment,2,2,1,Good,Sale,288934
1134,194,98,1134,2/3/2021,Office,3,3,3,Good,Rent,2946
1135,331,151,1135,8/2/2020,Apartment,3,1,3,Poor,Rent,1653
1136,277,59,1136,1/16/2020,Studio,1,1,0,Good,Sale,134742
1137,588,137,1137,3/19/2024,Villa,4,4,0,Good,Sale,923719
1138,1062,9,1138,2/27/2021,Studio,2,1,3,Good,Sale,277673
1139,336,204,1139,12/11/2022,Villa,4,4,2,Good,Sale,883152
1140,960,9,1140,11/24/2024,House,5,4,1,Good,Sale,584666
1141,729,33,1141,11/28/2023,Office,3,1,2,Good,Sale,219192
1142,229,105,1142,9/21/2022,Studio,1,1,2,Fair,Sale,168320
1143,1585,169,1143,3/26/2021,Villa,7,6,2,Good,Sale,1154812
1144,1026,40,1144,12/12/2022,Apartment,3,3,1,Fair,Sale,229062
1145,361,166,1145,9/15/2023,Villa,8,3,2,Fair,Sale,1721812
1146,907,199,1146,5/19/2024,Villa,8,3,1,Good,Sale,1165185
1147,398,119,1147,6/5/2020,Studio,2,1,1,Good,Rent,1769
1148,447,199,1148,5/22/2024,Office,2,1,0,Good,Rent,2708
1149,474,164,1149,2/17/2021,House,4,4,1,Fair,Sale,439027
1150,632,199,1150,11/29/2020,Apartment,2,2,0,Good,Rent,2113
1151,523,25,1151,8/29/2020,Villa,8,3,0,Good,Rent,11057
1152,1148,68,1152,4/1/2022,Studio,1,1,1,Good,Sale,215091
1153,795,8,1153,11/18/2023,House,3,2,2,Good,Sale,378770
1154,110,239,1154,2/1/2023,Apartment,4,3,2,Good,Rent,5191
1155,1122,40,1155,6/7/2024,Office,4,3,2,Good,Sale,276135
1156,1240,94,1156,6/19/2021,House,3,2,0,Good,Sale,373717
1157,929,250,1157,5/1/2022,House,6,3,2,Good,Sale,584272
1158,872,76,1158,11/1/2021,Studio,1,1,3,Fair,Sale,115859
1159,1522,88,1159,9/21/2023,Studio,1,1,3,Poor,Rent,1051
1160,77,202,1160,5/27/2020,House,6,4,2,Good,Sale,661261
1161,17,239,1161,8/9/2023,Studio,1,1,2,Good,Sale,125488
1162,91,143,1162,10/26/2023,Studio,1,1,2,Good,Rent,1470
1163,975,223,1163,2/15/2021,Studio,2,1,1,Good,Sale,245889
1164,1422,98,1164,4/12/2021,House,4,4,2,Good,Sale,507205
1165,1236,68,1165,10/1/2023,Office,5,2,1,Poor,Rent,2945
1166,47,94,1166,4/28/2022,Office,3,3,1,Fair,Rent,2394
