rent_id,agreement_date,rent_start_date,rent_end_date,terms
1361,2024-12-31,2025-01-06,2026-04-01,Lease agreement for Office in FL for 15 months. Condition: Good.
1362,2023-03-31,2023-04-09,2025-03-29,Lease agreement for Apartment in FL for 24 months. Condition: Fair.
1363,2024-08-13,2024-08-28,2027-08-13,Lease agreement for Villa in FL for 36 months. Condition: Good.
1364,2022-02-12,2022-03-14,2023-04-08,Lease agreement for Office in NY for 13 months. Condition: Fair.
1365,2023-09-08,2023-10-03,2026-08-18,Lease agreement for Office in NY for 35 months. Condition: Fair.
1366,2024-12-31,2025-01-05,2025-09-02,Lease agreement for Office in NY for 8 months. Condition: Fair.
1367,2024-07-16,2024-07-26,2025-11-18,Lease agreement for Apartment in CA for 16 months. Condition: Fair.
1368,2024-12-31,2025-01-17,2026-05-12,Lease agreement for Apartment in CA for 16 months. Condition: Fair.
1369,2022-08-26,2022-09-24,2025-03-12,Lease agreement for Villa in NY for 30 months. Condition: Fair.
1370,2024-12-31,2025-01-15,2027-08-03,Lease agreement for Villa in NY for 31 months. Condition: Fair.
1371,2024-08-15,2024-09-07,2027-02-24,Lease agreement for Studio in NY for 30 months. Condition: Fair.
1372,2024-12-31,2025-01-12,2027-03-03,Lease agreement for Studio in NY for 26 months. Condition: Fair.
1373,2024-06-11,2024-07-02,2025-07-27,Lease agreement for Office in CA for 13 months. Condition: Fair.
1374,2024-12-31,2025-01-28,2026-05-23,Lease agreement for Office in CA for 16 months. Condition: Fair.
1375,2023-10-06,2023-10-17,2025-07-08,Lease agreement for Office in FL for 21 months. Condition: Poor.
1376,2022-01-04,2022-01-19,2024-01-09,Lease agreement for House in CA for 24 months. Condition: Fair.
1377,2024-02-20,2024-03-12,2024-11-07,Lease agreement for House in CA for 8 months. Condition: Fair.
1378,2024-11-28,2024-12-23,2027-07-11,Lease agreement for Apartment in CA for 31 months. Condition: Fair.
1379,2024-12-31,2025-01-06,2025-10-03,Lease agreement for Apartment in CA for 9 months. Condition: Fair.
1380,2023-12-26,2024-01-15,2024-08-12,Lease agreement for Studio in CA for 7 months. Condition: Good.
1381,2023-02-15,2023-03-07,2025-05-25,Lease agreement for Villa in IL for 27 months. Condition: Fair.
1382,2024-12-31,2025-01-10,2027-06-29,Lease agreement for Villa in IL for 30 months. Condition: Fair.
1383,2024-12-31,2025-01-23,2027-08-11,Lease agreement for Villa in IL for 31 months. Condition: Fair.
1384,2021-08-05,2021-08-06,2022-08-31,Lease agreement for Office in NY for 13 months. Condition: Good.
1385,2024-06-28,2024-07-14,2025-09-07,Lease agreement for House in NY for 14 months. Condition: Good.
1386,2024-12-31,2025-01-23,2028-01-08,Lease agreement for House in NY for 36 months. Condition: Good.
1387,2024-12-31,2025-01-22,2027-04-12,Lease agreement for House in NY for 27 months. Condition: Good.
1388,2023-11-27,2023-12-25,2025-02-17,Lease agreement for Office in TX for 14 months. Condition: Good.
1389,2024-12-31,2025-01-12,2026-11-03,Lease agreement for Office in TX for 22 months. Condition: Good.
1390,2024-12-31,2025-01-13,2027-02-02,Lease agreement for Office in TX for 25 months. Condition: Good.
1391,2022-06-25,2022-07-19,2023-06-14,Lease agreement for Office in TX for 11 months. Condition: Good.
1392,2023-11-12,2023-11-15,2025-05-08,Lease agreement for Villa in IL for 18 months. Condition: Good.
1393,2024-11-22,2024-12-04,2027-11-19,Lease agreement for Apartment in FL for 36 months. Condition: Good.
1394,2024-11-28,2024-11-29,2025-12-24,Lease agreement for Villa in CA for 13 months. Condition: Good.
1395,2024-12-31,2025-01-12,2025-08-10,Lease agreement for Villa in CA for 7 months. Condition: Good.
1396,2022-12-27,2023-01-22,2025-09-08,Lease agreement for Studio in CA for 32 months. Condition: Fair.
1397,2024-12-31,2025-01-12,2027-08-30,Lease agreement for Studio in CA for 32 months. Condition: Fair.
1398,2024-12-31,2025-01-24,2025-12-20,Lease agreement for Studio in CA for 11 months. Condition: Fair.
1399,2024-11-02,2024-11-04,2026-09-25,Lease agreement for Studio in TX for 23 months. Condition: Good.
1400,2024-12-31,2025-01-17,2026-03-13,Lease agreement for Studio in TX for 14 months. Condition: Good.
1401,2024-12-31,2025-01-16,2025-08-14,Lease agreement for Studio in TX for 7 months. Condition: Good.
1402,2024-02-29,2024-03-09,2027-01-23,Lease agreement for House in NY for 35 months. Condition: Fair.
1403,2024-12-31,2025-01-16,2027-09-03,Lease agreement for House in NY for 32 months. Condition: Fair.
1404,2024-12-21,2025-01-18,2025-11-14,Lease agreement for House in TX for 10 months. Condition: Poor.
1405,2023-11-17,2023-12-12,2025-02-04,Lease agreement for Villa in TX for 14 months. Condition: Fair.
1406,2023-12-16,2023-12-22,2026-09-07,Lease agreement for Office in IL for 33 months. Condition: Good.
1407,2023-03-09,2023-03-25,2024-06-17,Lease agreement for Office in FL for 15 months. Condition: Good.
1408,2024-12-08,2024-12-14,2025-11-09,Lease agreement for Office in FL for 11 months. Condition: Good.
1409,2024-05-31,2024-06-28,2026-04-19,Lease agreement for Office in FL for 22 months. Condition: Good.
1410,2024-12-31,2025-01-10,2026-08-03,Lease agreement for Office in FL for 19 months. Condition: Good.
1411,2024-12-31,2025-01-07,2027-06-26,Lease agreement for Office in FL for 30 months. Condition: Good.
1412,2024-09-21,2024-10-03,2027-03-22,Lease agreement for House in CA for 30 months. Condition: Good.
1413,2024-12-31,2025-01-07,2026-08-30,Lease agreement for House in CA for 20 months. Condition: Good.
1414,2024-12-31,2025-01-28,2026-06-22,Lease agreement for House in CA for 17 months. Condition: Good.
1415,2024-10-28,2024-11-18,2027-09-04,Lease agreement for Studio in TX for 34 months. Condition: Fair.
1416,2024-12-31,2025-01-22,2025-09-19,Lease agreement for Studio in TX for 8 months. Condition: Fair.
1417,2024-12-26,2025-01-18,2027-11-04,Lease agreement for Villa in FL for 34 months. Condition: Fair.
1418,2024-12-31,2025-01-26,2027-06-15,Lease agreement for Villa in FL for 29 months. Condition: Fair.
1419,2022-04-29,2022-05-28,2023-09-20,Lease agreement for Apartment in FL for 16 months. Condition: Fair.
1420,2024-12-17,2025-01-03,2026-06-27,Lease agreement for Apartment in FL for 18 months. Condition: Fair.
1421,2024-12-31,2025-01-08,2027-12-24,Lease agreement for Apartment in FL for 36 months. Condition: Fair.
1422,2024-08-19,2024-08-23,2026-05-15,Lease agreement for Office in FL for 21 months. Condition: Good.
1423,2024-12-31,2025-01-21,2027-05-11,Lease agreement for Office in FL for 28 months. Condition: Good.
1424,2022-07-08,2022-08-01,2023-03-29,Lease agreement for Villa in TX for 8 months. Condition: Good.
1425,2024-12-06,2024-12-18,2027-10-04,Lease agreement for Villa in TX for 34 months. Condition: Good.
1426,2024-10-20,2024-11-05,2025-08-02,Lease agreement for Villa in NY for 9 months. Condition: Good.
1427,2024-12-31,2025-01-09,2026-04-04,Lease agreement for Villa in NY for 15 months. Condition: Good.
1428,2024-10-20,2024-11-05,2026-09-26,Lease agreement for Studio in IL for 23 months. Condition: Good.
1429,2024-12-31,2025-01-22,2027-12-08,Lease agreement for Studio in IL for 35 months. Condition: Good.
1430,2022-05-06,2022-06-02,2024-09-19,Lease agreement for Villa in FL for 28 months. Condition: Good.
1431,2024-10-26,2024-10-31,2026-07-23,Lease agreement for Apartment in TX for 21 months. Condition: Good.
1432,2024-12-31,2025-01-04,2027-10-21,Lease agreement for Apartment in TX for 34 months. Condition: Good.
1433,2023-04-19,2023-05-09,2023-12-05,Lease agreement for Office in IL for 7 months. Condition: Poor.
1434,2024-07-26,2024-08-03,2025-03-31,Lease agreement for Office in CA for 8 months. Condition: Fair.
1435,2024-12-31,2025-01-06,2026-06-30,Lease agreement for Office in CA for 18 months. Condition: Fair.
1436,2023-04-12,2023-04-21,2026-04-05,Lease agreement for Apartment in IL for 36 months. Condition: Good.
1437,2024-12-31,2025-01-02,2026-03-28,Lease agreement for Apartment in IL for 15 months. Condition: Good.
1438,2024-12-31,2025-01-20,2025-10-17,Lease agreement for Apartment in IL for 9 months. Condition: Good.
1439,2024-08-27,2024-09-05,2027-03-24,Lease agreement for Studio in CA for 31 months. Condition: Good.
1440,2023-05-16,2023-06-12,2025-07-31,Lease agreement for Apartment in IL for 26 months. Condition: Good.
1441,2024-11-11,2024-12-08,2026-06-01,Lease agreement for Studio in CA for 18 months. Condition: Fair.
1442,2024-12-31,2025-01-16,2027-09-03,Lease agreement for Studio in CA for 32 months. Condition: Fair.
1443,2022-06-17,2022-07-17,2023-03-14,Lease agreement for Apartment in TX for 8 months. Condition: Good.
1444,2024-01-20,2024-01-27,2025-03-22,Lease agreement for Apartment in TX for 14 months. Condition: Good.
1445,2024-12-31,2025-01-01,2025-09-28,Lease agreement for Apartment in TX for 9 months. Condition: Good.
1446,2024-10-30,2024-11-22,2026-03-17,Lease agreement for House in FL for 16 months. Condition: Poor.
1447,2024-12-31,2025-01-27,2027-08-15,Lease agreement for House in FL for 31 months. Condition: Poor.
1448,2024-05-14,2024-06-11,2026-11-28,Lease agreement for Apartment in FL for 30 months. Condition: Good.
1449,2024-12-31,2025-01-24,2027-05-14,Lease agreement for Apartment in FL for 28 months. Condition: Good.
1450,2023-08-02,2023-08-21,2025-09-09,Lease agreement for Studio in IL for 25 months. Condition: Good.
1451,2024-12-31,2025-01-28,2025-12-24,Lease agreement for Studio in IL for 11 months. Condition: Good.
1452,2024-12-31,2025-01-21,2026-10-13,Lease agreement for Studio in IL for 21 months. Condition: Good.
1453,2023-02-07,2023-02-26,2024-01-22,Lease agreement for Studio in NY for 11 months. Condition: Good.
1454,2022-11-28,2022-12-14,2025-10-29,Lease agreement for House in TX for 35 months. Condition: Good.
1455,2024-12-31,2025-01-26,2025-09-23,Lease agreement for House in TX for 8 months. Condition: Good.
1456,2024-12-31,2025-01-12,2027-06-01,Lease agreement for House in TX for 29 months. Condition: Good.
1457,2022-03-26,2022-04-18,2022-10-15,Lease agreement for Apartment in FL for 6 months. Condition: Good.
1458,2024-11-08,2024-11-14,2026-12-04,Lease agreement for Apartment in FL for 25 months. Condition: Good.
1459,2021-02-28,2021-03-09,2023-03-29,Lease agreement for Office in CA for 25 months. Condition: Good.
1460,2023-10-08,2023-10-09,2025-01-31,Lease agreement for Office in CA for 16 months. Condition: Good.
1461,2024-10-27,2024-11-24,2026-02-17,Lease agreement for Apartment in NY for 15 months. Condition: Good.
1462,2024-12-31,2025-01-22,2027-02-11,Lease agreement for Apartment in NY for 25 months. Condition: Good.
1463,2024-04-12,2024-05-05,2026-10-22,Lease agreement for Apartment in FL for 30 months. Condition: Poor.
1464,2024-12-31,2025-01-29,2027-04-19,Lease agreement for Apartment in FL for 27 months. Condition: Poor.
1465,2024-12-31,2025-01-29,2026-10-21,Lease agreement for Apartment in FL for 21 months. Condition: Poor.
1466,2023-11-07,2023-11-12,2024-10-07,Lease agreement for Studio in FL for 11 months. Condition: Good.
1467,2023-05-30,2023-06-01,2025-12-17,Lease agreement for Villa in NY for 31 months. Condition: Fair.
1468,2024-12-31,2025-01-13,2026-12-04,Lease agreement for Villa in NY for 23 months. Condition: Fair.
1469,2022-04-16,2022-05-02,2024-12-17,Lease agreement for Villa in FL for 32 months. Condition: Good.
1470,2024-12-30,2025-01-17,2027-05-07,Lease agreement for Villa in FL for 28 months. Condition: Good.
1471,2023-03-15,2023-04-12,2024-09-03,Lease agreement for Villa in IL for 17 months. Condition: Poor.
1472,2023-10-22,2023-11-03,2026-03-22,Lease agreement for Villa in TX for 29 months. Condition: Good.
1473,2024-12-31,2025-01-27,2026-02-21,Lease agreement for Villa in TX for 13 months. Condition: Good.
1474,2023-11-21,2023-12-07,2026-10-22,Lease agreement for House in TX for 35 months. Condition: Fair.
1475,2024-12-31,2025-01-05,2026-11-26,Lease agreement for House in TX for 23 months. Condition: Fair.
1476,2024-08-12,2024-08-15,2027-07-01,Lease agreement for Villa in IL for 35 months. Condition: Good.
1477,2024-12-31,2025-01-15,2026-02-09,Lease agreement for Villa in IL for 13 months. Condition: Good.
1478,2024-12-31,2025-01-05,2027-05-25,Lease agreement for Villa in IL for 29 months. Condition: Good.
1479,2021-02-09,2021-02-14,2022-11-06,Lease agreement for Apartment in CA for 21 months. Condition: Poor.
1480,2023-06-13,2023-07-08,2026-01-23,Lease agreement for Apartment in CA for 31 months. Condition: Poor.
1481,2022-10-14,2022-11-12,2024-02-05,Lease agreement for Studio in IL for 15 months. Condition: Good.
1482,2024-12-05,2024-12-09,2026-05-03,Lease agreement for Studio in IL for 17 months. Condition: Good.
1483,2022-08-02,2022-08-25,2023-08-20,Lease agreement for Apartment in CA for 12 months. Condition: Good.
1484,2024-07-26,2024-08-08,2026-09-27,Lease agreement for Apartment in CA for 26 months. Condition: Good.
1485,2023-08-24,2023-09-13,2026-04-30,Lease agreement for House in CA for 32 months. Condition: Good.
1486,2024-01-09,2024-01-12,2025-08-04,Lease agreement for Villa in CA for 19 months. Condition: Poor.
1487,2024-12-31,2025-01-09,2027-10-26,Lease agreement for Villa in CA for 34 months. Condition: Poor.
1488,2024-12-31,2025-01-22,2026-03-18,Lease agreement for Villa in CA for 14 months. Condition: Poor.
1489,2024-01-13,2024-01-18,2024-12-13,Lease agreement for Office in NY for 11 months. Condition: Fair.
1490,2024-06-26,2024-07-04,2027-04-20,Lease agreement for Studio in NY for 34 months. Condition: Good.
1491,2024-12-31,2025-01-09,2027-08-27,Lease agreement for Studio in NY for 32 months. Condition: Good.
1492,2024-12-31,2025-01-17,2026-03-13,Lease agreement for Studio in NY for 14 months. Condition: Good.
1493,2022-05-11,2022-06-03,2022-12-30,Lease agreement for Apartment in IL for 7 months. Condition: Poor.
1494,2024-12-27,2025-01-04,2027-06-23,Lease agreement for Office in CA for 30 months. Condition: Fair.
1495,2024-12-31,2025-01-19,2027-11-05,Lease agreement for Office in CA for 34 months. Condition: Fair.
1496,2022-06-23,2022-07-10,2025-05-25,Lease agreement for Villa in CA for 35 months. Condition: Good.
1497,2024-12-31,2025-01-28,2025-09-25,Lease agreement for Villa in CA for 8 months. Condition: Good.
1498,2024-07-02,2024-07-11,2027-03-28,Lease agreement for Studio in TX for 33 months. Condition: Good.
1499,2024-12-31,2025-01-03,2025-09-30,Lease agreement for Studio in TX for 9 months. Condition: Good.
1500,2024-12-31,2025-01-05,2027-10-22,Lease agreement for Studio in TX for 34 months. Condition: Good.
1501,2021-04-26,2021-05-20,2023-10-07,Lease agreement for Apartment in IL for 29 months. Condition: Good.
1502,2024-12-08,2024-12-30,2026-10-21,Lease agreement for Apartment in IL for 22 months. Condition: Good.
1503,2024-12-31,2025-01-21,2026-02-15,Lease agreement for Apartment in IL for 13 months. Condition: Good.
1504,2023-12-17,2024-01-11,2025-04-05,Lease agreement for Villa in TX for 15 months. Condition: Good.
1505,2022-04-29,2022-05-02,2023-09-24,Lease agreement for Office in TX for 17 months. Condition: Good.
1506,2024-11-21,2024-12-20,2025-08-17,Lease agreement for Office in TX for 8 months. Condition: Good.
1507,2024-05-22,2024-06-05,2026-08-24,Lease agreement for Office in CA for 27 months. Condition: Fair.
1508,2024-12-31,2025-01-28,2026-10-20,Lease agreement for Office in CA for 21 months. Condition: Fair.
1509,2024-12-31,2025-01-13,2027-12-29,Lease agreement for Office in CA for 36 months. Condition: Fair.
1510,2022-07-25,2022-08-05,2023-03-03,Lease agreement for House in NY for 7 months. Condition: Fair.
1511,2024-07-23,2024-08-15,2025-03-13,Lease agreement for House in NY for 7 months. Condition: Fair.
1512,2021-10-23,2021-11-13,2023-01-07,Lease agreement for Apartment in CA for 14 months. Condition: Good.
1513,2024-06-19,2024-06-24,2027-04-10,Lease agreement for Villa in IL for 34 months. Condition: Fair.
1514,2024-12-31,2025-01-16,2027-06-05,Lease agreement for Villa in IL for 29 months. Condition: Fair.
1515,2022-09-30,2022-10-23,2025-03-11,Lease agreement for House in IL for 29 months. Condition: Poor.
1516,2024-12-31,2025-01-27,2027-09-14,Lease agreement for House in IL for 32 months. Condition: Poor.
1517,2024-12-20,2024-12-24,2027-08-11,Lease agreement for Office in IL for 32 months. Condition: Fair.
1518,2024-12-31,2025-01-12,2027-12-28,Lease agreement for Office in IL for 36 months. Condition: Fair.
1519,2024-12-31,2025-01-28,2026-03-24,Lease agreement for Office in IL for 14 months. Condition: Fair.
1520,2024-12-16,2024-12-22,2027-02-10,Lease agreement for Apartment in NY for 26 months. Condition: Good.
1521,2024-12-31,2025-01-06,2027-01-26,Lease agreement for Apartment in NY for 25 months. Condition: Good.
1522,2024-12-31,2025-01-18,2025-09-15,Lease agreement for Apartment in NY for 8 months. Condition: Good.
1523,2024-09-30,2024-10-04,2025-09-29,Lease agreement for Villa in NY for 12 months. Condition: Good.
1524,2024-12-31,2025-01-29,2027-07-18,Lease agreement for Villa in NY for 30 months. Condition: Good.
1525,2024-12-31,2025-01-02,2026-11-23,Lease agreement for Villa in NY for 23 months. Condition: Good.
1526,2024-11-10,2024-11-15,2027-05-04,Lease agreement for House in FL for 30 months. Condition: Good.
1527,2024-12-31,2025-01-30,2026-07-24,Lease agreement for House in FL for 18 months. Condition: Good.
1528,2024-12-31,2025-01-15,2027-11-01,Lease agreement for House in FL for 34 months. Condition: Good.
1529,2024-10-12,2024-11-05,2027-08-22,Lease agreement for Office in NY for 34 months. Condition: Fair.
1530,2024-12-31,2025-01-23,2027-05-13,Lease agreement for Office in NY for 28 months. Condition: Fair.
1531,2024-07-19,2024-08-02,2027-02-18,Lease agreement for House in IL for 31 months. Condition: Fair.
1532,2024-12-31,2025-01-03,2026-08-26,Lease agreement for House in IL for 20 months. Condition: Fair.
1533,2022-02-18,2022-02-28,2023-06-23,Lease agreement for Office in CA for 16 months. Condition: Fair.
1534,2024-08-16,2024-08-23,2026-04-15,Lease agreement for Office in CA for 20 months. Condition: Fair.
1535,2024-12-31,2025-01-22,2027-03-13,Lease agreement for Office in CA for 26 months. Condition: Fair.
1536,2022-05-12,2022-06-06,2023-11-28,Lease agreement for Apartment in FL for 18 months. Condition: Fair.
1537,2024-08-17,2024-09-07,2026-08-28,Lease agreement for Apartment in FL for 24 months. Condition: Fair.
1538,2023-11-09,2023-11-17,2026-07-04,Lease agreement for Office in FL for 32 months. Condition: Good.
1539,2024-12-31,2025-01-28,2025-11-24,Lease agreement for Office in FL for 10 months. Condition: Good.
1540,2024-12-31,2025-01-07,2027-02-26,Lease agreement for Office in FL for 26 months. Condition: Good.
1541,2024-02-18,2024-02-24,2027-01-09,Lease agreement for Studio in IL for 35 months. Condition: Good.
1542,2024-01-30,2024-02-10,2025-10-02,Lease agreement for Apartment in IL for 20 months. Condition: Good.
1543,2024-12-31,2025-01-19,2025-07-18,Lease agreement for Apartment in IL for 6 months. Condition: Good.
1544,2024-12-31,2025-01-27,2025-12-23,Lease agreement for Apartment in IL for 11 months. Condition: Good.
1545,2023-07-22,2023-07-24,2024-02-19,Lease agreement for Office in NY for 7 months. Condition: Good.
1546,2023-01-31,2023-02-14,2024-07-08,Lease agreement for Studio in NY for 17 months. Condition: Good.
1547,2024-12-15,2024-12-21,2027-12-06,Lease agreement for Studio in NY for 36 months. Condition: Good.
1548,2024-12-31,2025-01-01,2026-09-23,Lease agreement for Studio in NY for 21 months. Condition: Good.
1549,2023-02-11,2023-03-02,2025-10-17,Lease agreement for Studio in NY for 32 months. Condition: Good.
1550,2024-12-31,2025-01-14,2025-09-11,Lease agreement for Studio in NY for 8 months. Condition: Good.
1551,2024-09-13,2024-10-07,2025-08-03,Lease agreement for Apartment in NY for 10 months. Condition: Good.
1552,2024-12-31,2025-01-01,2026-10-23,Lease agreement for Apartment in NY for 22 months. Condition: Good.
1553,2023-04-08,2023-04-27,2026-01-11,Lease agreement for Apartment in IL for 33 months. Condition: Good.
1554,2024-12-31,2025-01-12,2025-12-08,Lease agreement for Apartment in IL for 11 months. Condition: Good.
1555,2024-12-31,2025-01-11,2027-10-28,Lease agreement for Apartment in IL for 34 months. Condition: Good.
1556,2021-08-28,2021-09-05,2022-11-29,Lease agreement for Apartment in NY for 15 months. Condition: Good.
1557,2024-06-15,2024-06-27,2025-02-22,Lease agreement for Apartment in NY for 8 months. Condition: Good.
1558,2023-05-26,2023-06-25,2025-08-13,Lease agreement for Office in CA for 26 months. Condition: Good.
1559,2024-12-31,2025-01-13,2026-01-08,Lease agreement for Office in CA for 12 months. Condition: Good.
1560,2024-06-08,2024-06-14,2025-05-10,Lease agreement for Villa in FL for 11 months. Condition: Fair.
1561,2023-08-22,2023-08-23,2024-02-19,Lease agreement for House in NY for 6 months. Condition: Fair.
1562,2022-12-24,2023-01-15,2024-03-10,Lease agreement for Office in CA for 14 months. Condition: Good.
1563,2024-08-12,2024-09-02,2026-05-25,Lease agreement for Office in CA for 21 months. Condition: Good.
1564,2024-12-31,2025-01-30,2027-12-16,Lease agreement for Office in CA for 35 months. Condition: Good.
1565,2023-08-27,2023-08-29,2025-07-19,Lease agreement for Apartment in TX for 23 months. Condition: Good.
1566,2024-12-31,2025-01-27,2027-11-13,Lease agreement for Apartment in TX for 34 months. Condition: Good.
1567,2024-12-31,2025-01-09,2025-08-07,Lease agreement for Apartment in TX for 7 months. Condition: Good.
1568,2024-10-29,2024-10-30,2025-09-25,Lease agreement for Villa in IL for 11 months. Condition: Good.
1569,2024-12-31,2025-01-30,2026-10-22,Lease agreement for Villa in IL for 21 months. Condition: Good.
1570,2024-10-09,2024-10-12,2026-07-04,Lease agreement for Studio in TX for 21 months. Condition: Fair.
1571,2024-12-31,2025-01-18,2027-12-04,Lease agreement for Studio in TX for 35 months. Condition: Fair.
1572,2024-12-31,2025-01-22,2026-09-14,Lease agreement for Studio in TX for 20 months. Condition: Fair.
1573,2020-04-17,2020-04-23,2022-07-12,Lease agreement for Office in FL for 27 months. Condition: Good.
1574,2023-08-14,2023-08-21,2024-05-17,Lease agreement for Office in FL for 9 months. Condition: Good.
1575,2024-10-19,2024-10-25,2025-05-23,Lease agreement for Office in FL for 7 months. Condition: Good.
1576,2023-09-29,2023-10-13,2025-05-05,Lease agreement for House in TX for 19 months. Condition: Fair.
1577,2024-12-31,2025-01-23,2025-09-20,Lease agreement for House in TX for 8 months. Condition: Fair.
1578,2024-12-31,2025-01-19,2025-11-15,Lease agreement for House in TX for 10 months. Condition: Fair.
1579,2024-12-30,2025-01-01,2026-07-25,Lease agreement for Office in TX for 19 months. Condition: Good.
1580,2024-12-31,2025-01-27,2025-10-24,Lease agreement for Office in TX for 9 months. Condition: Good.
1581,2023-10-03,2023-10-15,2024-12-08,Lease agreement for Studio in NY for 14 months. Condition: Good.
1582,2024-12-09,2024-12-21,2027-01-10,Lease agreement for Studio in NY for 25 months. Condition: Good.
1583,2023-10-08,2023-11-01,2026-04-19,Lease agreement for Apartment in TX for 30 months. Condition: Good.
1584,2024-12-31,2025-01-23,2025-11-19,Lease agreement for Apartment in TX for 10 months. Condition: Good.
1585,2024-12-31,2025-01-22,2027-02-11,Lease agreement for Apartment in TX for 25 months. Condition: Good.
1586,2024-06-04,2024-06-18,2026-07-08,Lease agreement for Office in CA for 25 months. Condition: Good.
1587,2024-12-31,2025-01-05,2026-03-31,Lease agreement for Office in CA for 15 months. Condition: Good.
1588,2024-05-05,2024-05-29,2025-03-25,Lease agreement for Apartment in NY for 10 months. Condition: Good.
1589,2023-05-01,2023-05-22,2025-07-10,Lease agreement for Office in FL for 26 months. Condition: Good.
1590,2024-12-31,2025-01-18,2026-01-13,Lease agreement for Office in FL for 12 months. Condition: Good.
1591,2024-12-31,2025-01-13,2026-03-09,Lease agreement for Office in FL for 14 months. Condition: Good.
1592,2021-10-14,2021-10-31,2022-07-28,Lease agreement for Villa in FL for 9 months. Condition: Good.
1593,2024-05-06,2024-06-02,2025-11-24,Lease agreement for Villa in FL for 18 months. Condition: Good.
1594,2022-08-13,2022-08-22,2024-12-09,Lease agreement for Apartment in CA for 28 months. Condition: Poor.
1595,2024-12-24,2025-01-17,2027-10-04,Lease agreement for Apartment in CA for 33 months. Condition: Poor.
1596,2024-12-31,2025-01-05,2026-05-30,Lease agreement for Apartment in CA for 17 months. Condition: Poor.
1597,2024-04-28,2024-05-19,2026-06-08,Lease agreement for House in FL for 25 months. Condition: Fair.
1598,2024-12-31,2025-01-18,2025-12-14,Lease agreement for House in FL for 11 months. Condition: Fair.
1599,2022-06-23,2022-07-07,2023-11-29,Lease agreement for Apartment in IL for 17 months. Condition: Fair.
1600,2024-11-01,2024-11-14,2026-09-05,Lease agreement for Villa in IL for 22 months. Condition: Good.
1601,2024-12-31,2025-01-17,2027-06-06,Lease agreement for Villa in IL for 29 months. Condition: Good.
1602,2024-12-31,2025-01-24,2026-11-15,Lease agreement for Villa in IL for 22 months. Condition: Good.
1603,2024-11-27,2024-12-08,2027-11-23,Lease agreement for Office in NY for 36 months. Condition: Poor.
1604,2024-12-31,2025-01-29,2026-02-23,Lease agreement for Office in NY for 13 months. Condition: Poor.
1605,2024-02-03,2024-02-26,2025-09-18,Lease agreement for Studio in FL for 19 months. Condition: Poor.
1606,2024-12-31,2025-01-25,2027-05-15,Lease agreement for Studio in FL for 28 months. Condition: Poor.
1607,2024-12-31,2025-01-08,2027-02-27,Lease agreement for Studio in FL for 26 months. Condition: Poor.
1608,2022-04-13,2022-04-28,2022-12-24,Lease agreement for Villa in FL for 8 months. Condition: Good.
1609,2021-02-15,2021-03-13,2023-05-02,Lease agreement for Studio in CA for 26 months. Condition: Fair.
1610,2024-04-10,2024-04-25,2026-07-14,Lease agreement for Studio in CA for 27 months. Condition: Fair.
1611,2024-12-31,2025-01-22,2026-02-16,Lease agreement for Studio in CA for 13 months. Condition: Fair.
1612,2024-04-28,2024-05-27,2025-02-21,Lease agreement for House in TX for 9 months. Condition: Fair.
1613,2024-08-13,2024-08-29,2026-11-17,Lease agreement for Studio in CA for 27 months. Condition: Good.
1614,2024-12-31,2025-01-15,2027-06-04,Lease agreement for Studio in CA for 29 months. Condition: Good.
1615,2024-12-31,2025-01-21,2025-11-17,Lease agreement for Studio in CA for 10 months. Condition: Good.
1616,2021-12-08,2021-12-29,2022-11-24,Lease agreement for Office in CA for 11 months. Condition: Fair.
1617,2024-12-30,2024-12-31,2025-11-26,Lease agreement for Office in CA for 11 months. Condition: Fair.
1618,2023-04-14,2023-05-07,2026-04-21,Lease agreement for House in FL for 36 months. Condition: Good.
1619,2024-12-31,2025-01-06,2026-11-27,Lease agreement for House in FL for 23 months. Condition: Good.
1620,2024-12-31,2025-01-25,2027-08-13,Lease agreement for House in FL for 31 months. Condition: Good.
1621,2024-02-16,2024-02-28,2025-02-22,Lease agreement for Apartment in CA for 12 months. Condition: Poor.
1622,2023-12-23,2023-12-25,2026-09-10,Lease agreement for Office in CA for 33 months. Condition: Fair.
1623,2024-12-31,2025-01-23,2027-09-10,Lease agreement for Office in CA for 32 months. Condition: Fair.
1624,2023-10-12,2023-10-17,2024-08-12,Lease agreement for Studio in CA for 10 months. Condition: Fair.
1625,2024-12-20,2024-12-23,2026-05-17,Lease agreement for Studio in CA for 17 months. Condition: Fair.
1626,2024-12-31,2025-01-17,2027-08-05,Lease agreement for Studio in CA for 31 months. Condition: Fair.
1627,2024-01-08,2024-02-01,2025-04-26,Lease agreement for Villa in NY for 15 months. Condition: Fair.
1628,2024-12-31,2025-01-16,2026-06-10,Lease agreement for Villa in NY for 17 months. Condition: Fair.
1629,2024-09-07,2024-10-04,2026-11-23,Lease agreement for Office in TX for 26 months. Condition: Poor.
1630,2024-12-31,2025-01-20,2025-10-17,Lease agreement for Office in TX for 9 months. Condition: Poor.
1631,2021-11-07,2021-12-03,2024-05-21,Lease agreement for Villa in NY for 30 months. Condition: Fair.
1632,2024-06-12,2024-07-11,2026-09-29,Lease agreement for Studio in CA for 27 months. Condition: Fair.
1633,2024-01-22,2024-02-14,2025-05-09,Lease agreement for Villa in FL for 15 months. Condition: Good.
